"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000038619",0.851404002483212,-0.236034821262421,"Ensa","3","endosulfine alpha","darkgrey"
"ENSMUSG00000023781",0.808723491277773,-0.288651988049732,"Hes7","11","hes family bHLH transcription factor 7","yellow"
"ENSMUSG00000029253",0.852021312136104,-0.219805237895841,"Cenpc1","5","centromere protein C1","yellow"
"ENSMUSG00000061798",0.813823033083648,-0.290111682710528,"Olfr1204","2","olfactory receptor 1204","yellow"
"ENSMUSG00000069892",0.904442162542103,-0.254499723536794,"9930111J21Rik2","11","RIKEN cDNA 9930111J21 gene 2","yellow"
"ENSMUSG00000090619",0.910487013114548,-0.226934115287337,"Vmn2r60","7","vomeronasal 2, receptor 60","yellow"
"ENSMUSG00000094892",0.859549392722947,-0.216011423882395,"Vmn2r101","17","vomeronasal 2, receptor 101","yellow"
"ENSMUSG00000111269",0.873624212986804,-0.20237363006109,"Gm47933","9","predicted gene, 47933","yellow"
"ENSMUSG00000111917",0.803695890940791,-0.22751969938633,"Gm48793","12","predicted gene, 48793","yellow"
"ENSMUSG00000112122",0.919377623585659,-0.219341633281504,"Gm47628","10","predicted gene, 47628","yellow"
"ENSMUSG00000113004",0.944241767643476,-0.259893593277227,"Gm47951","13","predicted gene, 47951","yellow"
"ENSMUSG00000114257",0.835887084664935,-0.259563960772673,NA,NA,NA,"yellow"
"ENSMUSG00000117148",0.903425587767754,-0.21066666980134,"Vmn1r229","17","vomeronasal 1 receptor 229","yellow"
"ENSMUSG00000118318",0.859604051507835,-0.216251695931523,"Vmn1r183","7","vomeronasal 1 receptor 183","yellow"
"ENSMUSG00000001985",0.830010427787925,0.262352226536929,"Grik3","4","glutamate receptor, ionotropic, kainate 3","magenta"
"ENSMUSG00000035566",0.806388802674485,0.35644368375943,"Pcdh17","14","protocadherin 17","magenta"
"ENSMUSG00000051359",0.820525895157857,-0.24391829901636,"Ncald","15","neurocalcin delta","magenta"
"ENSMUSG00000018340",0.861702690864063,0.290719127644245,"Anxa6","11","annexin A6","pink"
"ENSMUSG00000019880",0.825702932725167,0.375025997477019,"Rspo3","10","R-spondin 3","pink"
"ENSMUSG00000020475",0.842285733753986,0.21442118710573,"Pgam2","11","phosphoglycerate mutase 2","pink"
"ENSMUSG00000023942",0.800497144028061,0.400528221410684,"Slc29a1","17","solute carrier family 29 (nucleoside transporters), member 1","pink"
"ENSMUSG00000025060",0.81513526227963,0.372461737236322,"Slk","19","STE20-like kinase","pink"
"ENSMUSG00000027971",0.896708198486599,0.234488619917102,"Ndst4","3","N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4","pink"
"ENSMUSG00000029669",0.803137525962978,0.390015200281451,"Tspan12","6","tetraspanin 12","pink"
"ENSMUSG00000030226",0.878073647778405,0.471524838297866,"Lmo3","6","LIM domain only 3","pink"
"ENSMUSG00000031557",0.934439071457543,0.485028565516001,"Plekha2","8","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2","pink"
"ENSMUSG00000031618",0.895672779802369,0.403924289470556,"Nr3c2","8","nuclear receptor subfamily 3, group C, member 2","pink"
"ENSMUSG00000032261",0.83835117784169,0.480751236352678,"Sh3bgrl2","9","SH3 domain binding glutamic acid-rich protein like 2","pink"
"ENSMUSG00000033060",0.847851386842754,0.24619878298747,"Lmo7","14","LIM domain only 7","pink"
"ENSMUSG00000033717",0.942226285920231,0.425060576137788,"Adra2a","19","adrenergic receptor, alpha 2a","pink"
"ENSMUSG00000035168",0.905338292268364,0.434929235042957,"Tanc1","2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1","pink"
"ENSMUSG00000040105",0.802393547570395,0.235651034216953,"Plpp6","19","phospholipid phosphatase 6","pink"
"ENSMUSG00000043456",0.833599501839013,0.355177943802607,"Zfp536","7","zinc finger protein 536","pink"
"ENSMUSG00000044071",0.913510386437633,0.301028689381343,"Tafa2","10","TAFA chemokine like family member 2","pink"
"ENSMUSG00000046442",0.850827035776442,0.366975791957349,"Ppm1e","11","protein phosphatase 1E (PP2C domain containing)","pink"
"ENSMUSG00000047714",0.91209236946173,0.211775165626249,"Ppp1r2","16","protein phosphatase 1, regulatory inhibitor subunit 2","pink"
"ENSMUSG00000048240",0.836235846570919,0.390654854900251,"Gng7","10","guanine nucleotide binding protein (G protein), gamma 7","pink"
"ENSMUSG00000049001",0.90297287473982,0.543607792736958,"Ndnf","6","neuron-derived neurotrophic factor","pink"
"ENSMUSG00000050965",0.828697388880468,0.334222760181934,"Prkca","11","protein kinase C, alpha","pink"
"ENSMUSG00000054364",0.854916591651272,0.204168894655022,"Rhob","12","ras homolog family member B","pink"
"ENSMUSG00000063632",0.843907095077633,0.289331315903734,"Sox11","12","SRY (sex determining region Y)-box 11","pink"
"ENSMUSG00000007097",0.851148414300885,0.305969046163696,"Atp1a2","1","ATPase, Na+/K+ transporting, alpha 2 polypeptide","cyan"
"ENSMUSG00000022548",0.900491806335202,0.240862292312977,"Apod","16","apolipoprotein D","cyan"
"ENSMUSG00000037254",0.902966165789732,0.216035079371828,"Itih2","2","inter-alpha trypsin inhibitor, heavy chain 2","cyan"
"ENSMUSG00000050295",0.839286460628047,0.305839780748086,"Foxc1","13","forkhead box C1","cyan"
"ENSMUSG00000052911",0.838151294948185,0.241556706927681,"Lamb2","9","laminin, beta 2","cyan"
"ENSMUSG00000014725",0.816438381401517,-0.202950015158649,"Adam28","14","a disintegrin and metallopeptidase domain 28","blue"
"ENSMUSG00000021774",0.801272073712845,-0.234430911410784,"Ube2e1","14","ubiquitin-conjugating enzyme E2E 1","blue"
"ENSMUSG00000028427",0.85255297270394,-0.315122729985766,"Aqp7","4","aquaporin 7","blue"
"ENSMUSG00000033446",0.839028314236733,-0.275520238539126,"Lpar6","14","lysophosphatidic acid receptor 6","blue"
"ENSMUSG00000039153",0.855883134860145,-0.423218413335466,"Runx2","17","runt related transcription factor 2","blue"
"ENSMUSG00000042104",0.80965576857038,-0.23786166562161,"Uggt2","14","UDP-glucose glycoprotein glucosyltransferase 2","blue"
"ENSMUSG00000043467",0.871686030041489,-0.250383572636496,"Zbtb37","1","zinc finger and BTB domain containing 37","blue"
"ENSMUSG00000051235",0.807370343713694,-0.23172865347023,"Gen1","12","GEN1, Holliday junction 5' flap endonuclease","blue"
"ENSMUSG00000053134",0.841114625489569,-0.304472277275693,"Supt7l","5","SPT7-like, STAGA complex gamma subunit","blue"
"ENSMUSG00000066820",0.81606221295489,-0.272419425188685,"Vmn2r28","7","vomeronasal 2, receptor 28","blue"
"ENSMUSG00000083587",0.828963369074592,-0.243175307126882,"Gm14741","X","predicted gene 14741","blue"
"ENSMUSG00000092111",0.824202193253314,-0.238574040261659,"Vmn2r113","17","vomeronasal 2, receptor 113","blue"
"ENSMUSG00000098905",0.864012582072164,-0.230389475614869,"Zfp953","13","zinc finger protein 953","blue"
"ENSMUSG00000028879",0.802583583152714,-0.356978586398056,"Stx12","4","syntaxin 12","green"
