"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","direction","comparison","time"
"GO:0009152","purine ribonucleotide biosynthetic process",0.0421052631578947,0.00524050808634691,0.00159413446300815,0.0731176340366404,0.0627026222116538,"Gcdh/Atp5g3/Eno1/Pdk1",4,"Up","ASC vs. Stable","70"
"GO:0099173","postsynapse organization",0.0421052631578947,0.00718400777399875,0.00494982777389249,0.115312710064284,0.0988873531074528,"Rheb/Stau2/Arf1/Cdc42",4,"Up","ASC vs. Stable","70"
"GO:0006364","rRNA processing",0.0421052631578947,0.00742694523495523,0.00556188621923773,0.123690354481795,0.106071670267818,"Pop4/Pes1/Ddx21/Rpf2",4,"Up","ASC vs. Stable","70"
"GO:0016072","rRNA metabolic process",0.0421052631578947,0.00860692718817242,0.00925594638323203,0.153447978594304,0.13159056303872,"Pop4/Pes1/Ddx21/Rpf2",4,"Up","ASC vs. Stable","70"
"GO:0015850","organic hydroxy compound transport",0.0421052631578947,0.0088498646491289,0.0101750707195639,0.157313452922695,0.134905432012195,"Igfbp3/Acat2/Cnr1/Syt5",4,"Up","ASC vs. Stable","70"
"GO:0048193","Golgi vesicle transport",0.0421052631578947,0.00957867703199833,0.0132813705737809,0.184597635449722,0.158303204818802,"Dnajc28/Exoc6/Trappc1/Arf1",4,"Up","ASC vs. Stable","70"
"GO:0030808","regulation of nucleotide biosynthetic process",0.0315789473684211,0.00128409800791282,0.000248692231949401,0.0263231162432596,0.0225736025923302,"Hpca/Eno1/Pdk1",3,"Up","ASC vs. Stable","70"
"GO:1900371","regulation of purine nucleotide biosynthetic process",0.0315789473684211,0.00128409800791282,0.000248692231949401,0.0263231162432596,0.0225736025923302,"Hpca/Eno1/Pdk1",3,"Up","ASC vs. Stable","70"
"GO:0051489","regulation of filopodium assembly",0.0315789473684211,0.00197820503921705,0.00089291611695536,0.0585072655681226,0.0501733818098726,"Stau2/Mien1/Cdc42",3,"Up","ASC vs. Stable","70"
"GO:0042273","ribosomal large subunit biogenesis",0.0315789473684211,0.00246407996113001,0.00168706316248785,0.074883835857525,0.0642172429592148,"Pes1/Rsl24d1/Rpf2",3,"Up","ASC vs. Stable","70"
"GO:0046847","filopodium assembly",0.0315789473684211,0.00263760671895606,0.00205057339734073,0.0806415727185868,0.0691548370697184,"Stau2/Mien1/Cdc42",3,"Up","ASC vs. Stable","70"
"GO:1900542","regulation of purine nucleotide metabolic process",0.0315789473684211,0.00281113347678212,0.00245933318281442,0.0814936657843783,0.069885556413929,"Hpca/Eno1/Pdk1",3,"Up","ASC vs. Stable","70"
"GO:0006140","regulation of nucleotide metabolic process",0.0315789473684211,0.00284583882834733,0.00254667705576182,0.0814936657843783,0.069885556413929,"Hpca/Eno1/Pdk1",3,"Up","ASC vs. Stable","70"
"GO:0009142","nucleoside triphosphate biosynthetic process",0.0315789473684211,0.00284583882834733,0.00254667705576182,0.0814936657843783,0.069885556413929,"Atp5g3/Eno1/Cmpk1",3,"Up","ASC vs. Stable","70"
"GO:0033108","mitochondrial respiratory chain complex assembly",0.0315789473684211,0.00322759769556466,0.00363558313892168,0.09706367309319,0.0832377429142182,"Cox20/Uqcc2/Ndufb8",3,"Up","ASC vs. Stable","70"
"GO:0097061","dendritic spine organization",0.0315789473684211,0.00350524050808635,0.00458136320754481,0.113962861021704,0.097729779073845,"Stau2/Arf1/Cdc42",3,"Up","ASC vs. Stable","70"
"GO:0036473","cell death in response to oxidative stress",0.0315789473684211,0.00353994585965156,0.00470904021677967,0.113962861021704,0.097729779073845,"Rnf7/Txn1/Pdk1",3,"Up","ASC vs. Stable","70"
"GO:0106027","neuron projection organization",0.0315789473684211,0.00378288332060804,0.00566314849734962,0.123690354481795,0.106071670267818,"Stau2/Arf1/Cdc42",3,"Up","ASC vs. Stable","70"
"GO:0009141","nucleoside triphosphate metabolic process",0.0315789473684211,0.00399111542999931,0.00656675265843328,0.12852598317979,0.110218503017552,"Atp5g3/Eno1/Cmpk1",3,"Up","ASC vs. Stable","70"
"GO:0006119","oxidative phosphorylation",0.0315789473684211,0.00402582078156452,0.00672519679429134,0.12852598317979,0.110218503017552,"Tefm/Uqcc2/Ndufb8",3,"Up","ASC vs. Stable","70"
"GO:0006090","pyruvate metabolic process",0.0315789473684211,0.00412993683626015,0.00721413771952353,0.132355380027525,0.113502433453837,"Me1/Eno1/Pdk1",3,"Up","ASC vs. Stable","70"
"GO:0060996","dendritic spine development",0.0315789473684211,0.00451169570347748,0.00918438960154774,0.153447978594304,0.13159056303872,"Stau2/Arf1/Cdc42",3,"Up","ASC vs. Stable","70"
"GO:0010821","regulation of mitochondrion organization",0.0315789473684211,0.00499757062539044,0.0121056157992305,0.178851646893964,0.153375685563138,"Plscr3/Ssbp1/Vdac1",3,"Up","ASC vs. Stable","70"
"GO:0071453","cellular response to oxygen levels",0.0315789473684211,0.00513639203165128,0.0130271570249772,0.184597635449722,0.158303204818802,"Eno1/Atp6v1g1/Pdk1",3,"Up","ASC vs. Stable","70"
"GO:0050657","nucleic acid transport",0.0315789473684211,0.00517109738321649,0.013263644645724,0.184597635449722,0.158303204818802,"Snupn/Alyref/Aaas",3,"Up","ASC vs. Stable","70"
"GO:0050658","RNA transport",0.0315789473684211,0.00517109738321649,0.013263644645724,0.184597635449722,0.158303204818802,"Snupn/Alyref/Aaas",3,"Up","ASC vs. Stable","70"
"GO:0016558","protein import into peroxisome matrix",0.0210526315789474,0.000416464218782536,0.000694797223385071,0.0585072655681226,0.0501733818098726,"Pex2/Pex7",2,"Up","ASC vs. Stable","70"
"GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.0210526315789474,0.000555285625043382,0.00125245947707046,0.0731176340366404,0.0627026222116538,"Pes1/Rpf2",2,"Up","ASC vs. Stable","70"
"GO:0098760","response to interleukin-7",0.0210526315789474,0.000589990976608593,0.00141641003406112,0.0731176340366404,0.0627026222116538,"Eno1/Gipc1",2,"Up","ASC vs. Stable","70"
"GO:0098761","cellular response to interleukin-7",0.0210526315789474,0.000589990976608593,0.00141641003406112,0.0731176340366404,0.0627026222116538,"Eno1/Gipc1",2,"Up","ASC vs. Stable","70"
"GO:0006625","protein targeting to peroxisome",0.0210526315789474,0.000624696328173804,0.0015900449296093,0.0731176340366404,0.0627026222116538,"Pex2/Pex7",2,"Up","ASC vs. Stable","70"
"GO:0072662","protein localization to peroxisome",0.0210526315789474,0.000624696328173804,0.0015900449296093,0.0731176340366404,0.0627026222116538,"Pex2/Pex7",2,"Up","ASC vs. Stable","70"
"GO:0072663","establishment of protein localization to peroxisome",0.0210526315789474,0.000624696328173804,0.0015900449296093,0.0731176340366404,0.0627026222116538,"Pex2/Pex7",2,"Up","ASC vs. Stable","70"
"GO:0015919","peroxisomal membrane transport",0.0210526315789474,0.000659401679739016,0.0017732998819404,0.0755365548453108,0.0647769874400195,"Pex2/Pex7",2,"Up","ASC vs. Stable","70"
"GO:0006662","glycerol ether metabolic process",0.0210526315789474,0.000728812382869438,0.00216841438269456,0.0806415727185868,0.0691548370697184,"Pex7/Txn1",2,"Up","ASC vs. Stable","70"
"GO:0010666","positive regulation of cardiac muscle cell apoptotic process",0.0210526315789474,0.000728812382869438,0.00216841438269456,0.0806415727185868,0.0691548370697184,"Igfbp3/Fbxo32",2,"Up","ASC vs. Stable","70"
"GO:0045116","protein neddylation",0.0210526315789474,0.000728812382869438,0.00216841438269456,0.0806415727185868,0.0691548370697184,"Rnf7/Ube2m",2,"Up","ASC vs. Stable","70"
"GO:0010663","positive regulation of striated muscle cell apoptotic process",0.0210526315789474,0.00076351773443465,0.0023801469164683,0.0814936657843783,0.069885556413929,"Igfbp3/Fbxo32",2,"Up","ASC vs. Stable","70"
"GO:0043574","peroxisomal transport",0.0210526315789474,0.00076351773443465,0.0023801469164683,0.0814936657843783,0.069885556413929,"Pex2/Pex7",2,"Up","ASC vs. Stable","70"
"GO:0007413","axonal fasciculation",0.0210526315789474,0.000867633789130284,0.00307129000841715,0.0918716315561304,0.0787852654333095,"Crtac1/Cnr1",2,"Up","ASC vs. Stable","70"
"GO:0018904","ether metabolic process",0.0210526315789474,0.000867633789130284,0.00307129000841715,0.0918716315561304,0.0787852654333095,"Pex7/Txn1",2,"Up","ASC vs. Stable","70"
"GO:0106030","neuron projection fasciculation",0.0210526315789474,0.000867633789130284,0.00307129000841715,0.0918716315561304,0.0787852654333095,"Crtac1/Cnr1",2,"Up","ASC vs. Stable","70"
"GO:0035384","thioester biosynthetic process",0.0210526315789474,0.000902339140695495,0.00332011141326145,0.0932341490744439,0.0799537034213981,"Gcdh/Pdk1",2,"Up","ASC vs. Stable","70"
"GO:0071616","acyl-CoA biosynthetic process",0.0210526315789474,0.000902339140695495,0.00332011141326145,0.0932341490744439,0.0799537034213981,"Gcdh/Pdk1",2,"Up","ASC vs. Stable","70"
"GO:0000470","maturation of LSU-rRNA",0.0210526315789474,0.00100645519539113,0.00412103109799783,0.105009977608241,0.090052161030323,"Pes1/Rpf2",2,"Up","ASC vs. Stable","70"
"GO:0017004","cytochrome complex assembly",0.0210526315789474,0.00117998195321719,0.00563375934124332,0.123690354481795,0.106071670267818,"Cox20/Uqcc2",2,"Up","ASC vs. Stable","70"
"GO:0044743","protein transmembrane import into intracellular organelle",0.0210526315789474,0.0012146873047824,0.00596244253724402,0.127476272217869,0.109318314837998,"Pex2/Pex7",2,"Up","ASC vs. Stable","70"
"GO:0033866","nucleoside bisphosphate biosynthetic process",0.0210526315789474,0.00124939265634761,0.00629969949913889,0.127476272217869,0.109318314837998,"Gcdh/Pdk1",2,"Up","ASC vs. Stable","70"
"GO:0034030","ribonucleoside bisphosphate biosynthetic process",0.0210526315789474,0.00124939265634761,0.00629969949913889,0.127476272217869,0.109318314837998,"Gcdh/Pdk1",2,"Up","ASC vs. Stable","70"
"GO:0034033","purine nucleoside bisphosphate biosynthetic process",0.0210526315789474,0.00124939265634761,0.00629969949913889,0.127476272217869,0.109318314837998,"Gcdh/Pdk1",2,"Up","ASC vs. Stable","70"
"GO:0051491","positive regulation of filopodium assembly",0.0210526315789474,0.00124939265634761,0.00629969949913889,0.127476272217869,0.109318314837998,"Mien1/Cdc42",2,"Up","ASC vs. Stable","70"
"GO:0007031","peroxisome organization",0.0210526315789474,0.00128409800791282,0.00664547134297829,0.12852598317979,0.110218503017552,"Pex2/Pex7",2,"Up","ASC vs. Stable","70"
"GO:0010661","positive regulation of muscle cell apoptotic process",0.0210526315789474,0.00128409800791282,0.00664547134297829,0.12852598317979,0.110218503017552,"Igfbp3/Fbxo32",2,"Up","ASC vs. Stable","70"
"GO:0060292","long-term synaptic depression",0.0210526315789474,0.00131880335947803,0.00699969947273615,0.131939540746369,0.113145827093543,"Stau2/Arf1",2,"Up","ASC vs. Stable","70"
"GO:0031297","replication fork processing",0.0210526315789474,0.00138821406260845,0.00773329163817132,0.138194925897711,0.118510183546002,"Eme2/Alyref",2,"Up","ASC vs. Stable","70"
"GO:0014046","dopamine secretion",0.0210526315789474,0.00145762476573888,0.00850001293925043,0.146200222555107,0.125375190853944,"Cnr1/Syt5",2,"Up","ASC vs. Stable","70"
"GO:0014059","regulation of dopamine secretion",0.0210526315789474,0.00145762476573888,0.00850001293925043,0.146200222555107,0.125375190853944,"Cnr1/Syt5",2,"Up","ASC vs. Stable","70"
"GO:0017158","regulation of calcium ion-dependent exocytosis",0.0210526315789474,0.00156174082043451,0.00971121022045807,0.156759084009882,0.134430028438707,"Syt5/Arf1",2,"Up","ASC vs. Stable","70"
"GO:0006383","transcription by RNA polymerase III",0.0210526315789474,0.00159644617199972,0.0101310133291859,0.157313452922695,0.134905432012195,"Ddx21/Gtf3c6",2,"Up","ASC vs. Stable","70"
"GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress",0.0210526315789474,0.00159644617199972,0.0101310133291859,0.157313452922695,0.134905432012195,"Rnf7/Pdk1",2,"Up","ASC vs. Stable","70"
"GO:0045005","DNA-templated DNA replication maintenance of fidelity",0.0210526315789474,0.00163115152356493,0.0105587581154973,0.161431679632492,0.138437050847632,"Eme2/Alyref",2,"Up","ASC vs. Stable","70"
"GO:0008038","neuron recognition",0.0210526315789474,0.00176997292982578,0.0123480424817781,0.178851646893964,0.153375685563138,"Crtac1/Cnr1",2,"Up","ASC vs. Stable","70"
"GO:0032467","positive regulation of cytokinesis",0.0210526315789474,0.00176997292982578,0.0123480424817781,0.178851646893964,0.153375685563138,"Gipc1/Cdc42",2,"Up","ASC vs. Stable","70"
"GO:0045740","positive regulation of DNA replication",0.0210526315789474,0.00176997292982578,0.0123480424817781,0.178851646893964,0.153375685563138,"Ssbp1/Cdc42",2,"Up","ASC vs. Stable","70"
"GO:0065002","intracellular protein transmembrane transport",0.0210526315789474,0.00187408898452141,0.0137706872501929,0.188698302401593,0.161819765140901,"Pex2/Pex7",2,"Up","ASC vs. Stable","70"
"GO:0001843","neural tube closure",0.0526315789473684,0.00388699937530367,0.000223701203662597,0.0743887012023694,0.067519527091971,"Tulp3/Apaf1/Cecr2/Tfap2a",4,"Down","ASC vs. Stable","70"
"GO:0060606","tube closure",0.0526315789473684,0.00392170472686888,0.000231449620902111,0.0743887012023694,0.067519527091971,"Tulp3/Apaf1/Cecr2/Tfap2a",4,"Down","ASC vs. Stable","70"
"GO:0014020","primary neural tube formation",0.0526315789473684,0.00412993683626015,0.00028205610191866,0.0743887012023694,0.067519527091971,"Tulp3/Apaf1/Cecr2/Tfap2a",4,"Down","ASC vs. Stable","70"
"GO:0001841","neural tube formation",0.0526315789473684,0.00465051710973832,0.000442709077626449,0.0743887012023694,0.067519527091971,"Tulp3/Apaf1/Cecr2/Tfap2a",4,"Down","ASC vs. Stable","70"
"GO:0001838","embryonic epithelial tube formation",0.0526315789473684,0.00541403484417297,0.000783464647786531,0.0919401427080693,0.0834502398358776,"Tulp3/Apaf1/Cecr2/Tfap2a",4,"Down","ASC vs. Stable","70"
"GO:0072175","epithelial tube formation",0.0526315789473684,0.0057957937113903,0.00100932292394088,0.0919401427080693,0.0834502398358776,"Tulp3/Apaf1/Cecr2/Tfap2a",4,"Down","ASC vs. Stable","70"
"GO:0035148","tube formation",0.0526315789473684,0.00631637398486847,0.00138626390180093,0.105351842157047,0.09562348106281,"Tulp3/Apaf1/Cecr2/Tfap2a",4,"Down","ASC vs. Stable","70"
"GO:0016331","morphogenesis of embryonic epithelium",0.0526315789473684,0.0064204900395641,0.00147198182654557,0.105351842157047,0.09562348106281,"Tulp3/Apaf1/Cecr2/Tfap2a",4,"Down","ASC vs. Stable","70"
"GO:0021915","neural tube development",0.0526315789473684,0.00687165960991185,0.00188641947653635,0.116718737608169,0.105940738831241,"Tulp3/Apaf1/Cecr2/Tfap2a",4,"Down","ASC vs. Stable","70"
"GO:0032922","circadian regulation of gene expression",0.0394736842105263,0.00249878531269522,0.000922729795644831,0.0919401427080693,0.0834502398358776,"Kmt2a/Per1/Arntl2",3,"Down","ASC vs. Stable","70"
"GO:0043967","histone H4 acetylation",0.0394736842105263,0.00249878531269522,0.000922729795644831,0.0919401427080693,0.0834502398358776,"Auts2/Kmt2a/Per1",3,"Down","ASC vs. Stable","70"
"GO:0010749","regulation of nitric oxide mediated signal transduction",0.0263157894736842,0.000381758867217325,0.000371836699268262,0.0743887012023694,0.067519527091971,"Cbs/Gucy1a2",2,"Down","ASC vs. Stable","70"
"GO:0070316","regulation of G0 to G1 transition",0.0263157894736842,0.000416464218782536,0.000445441324565086,0.0743887012023694,0.067519527091971,"Rrm1/Rhno1",2,"Down","ASC vs. Stable","70"
"GO:0045023","G0 to G1 transition",0.0263157894736842,0.000451169570347748,0.000525530977765704,0.0752260056744622,0.0682795135021907,"Rrm1/Rhno1",2,"Down","ASC vs. Stable","70"
"GO:0043984","histone H4-K16 acetylation",0.0263157894736842,0.000728812382869438,0.00139567817486055,0.105351842157047,0.09562348106281,"Auts2/Kmt2a",2,"Down","ASC vs. Stable","70"
"GO:0008210","estrogen metabolic process",0.0263157894736842,0.000832928437565073,0.00182494912781017,0.116718737608169,0.105940738831241,"Tiparp/Sult1a1",2,"Down","ASC vs. Stable","70"
"GO:0007263","nitric oxide mediated signal transduction",0.0263157894736842,0.000867633789130284,0.0019802580232923,0.116718737608169,0.105940738831241,"Cbs/Gucy1a2",2,"Down","ASC vs. Stable","70"
"GO:0051571","positive regulation of histone H3-K4 methylation",0.0263157894736842,0.000937044492260707,0.00230900972393365,0.128534874632306,0.116665754472437,"Auts2/Kmt2a",2,"Down","ASC vs. Stable","70"
"GO:0051923","sulfation",0.0263157894736842,0.00107586589852155,0.00303815230094029,0.16022255818643,0.145427345596256,"Sult5a1/Sult1a1",2,"Down","ASC vs. Stable","70"
"GO:0031589","cell-substrate adhesion",0.0701754385964912,0.0129450961338238,2.58182410376492e-06,0.00512590013237231,0.00456012654250185,"Spp1/Pdpn/Parvg/Col16a1/Ccdc80/St6gal1/Fndc3b/Gcnt2/Sdc4/Itga9/Ptk2b/Atrnl1",12,"Up","DES vs. Stable","70"
"GO:0022604","regulation of cell morphogenesis",0.064327485380117,0.0117304088290414,6.12169601796056e-06,0.00512590013237231,0.00456012654250185,"Ccl12/Pdpn/St6gal1/Strip2/Ezr/Myl12a/Ptk2b/Rhob/Plaa/Fmnl2/Rtn4",11,"Up","DES vs. Stable","70"
"GO:0001667","ameboidal-type cell migration",0.064327485380117,0.0156868189074755,8.74341452941845e-05,0.0313763675684274,0.0279131865352712,"Acta2/Ptgs2/Ret/Sdc4/Nrp2/Ptk2b/Gab2/Fstl1/Rhob/Pdcd6/Rtn4",11,"Up","DES vs. Stable","70"
"GO:0045785","positive regulation of cell adhesion",0.0584795321637427,0.0167279794544319,0.000642640646194477,0.0633358147341923,0.0563450949885561,"Spp1/Runx1/Pdpn/Col16a1/Ccdc80/Nfkbiz/Ret/Gcnt2/Sdc4/Ptk2b",10,"Up","DES vs. Stable","70"
"GO:0010038","response to metal ion",0.0526315789473684,0.0102380787117374,7.16352132198606e-05,0.029991275934715,0.0266809750290814,"Glra1/Cp/Mylk/Glra2/Cpne3/S100a16/Kcnip3/Pdcd6/Kcna1",9,"Up","DES vs. Stable","70"
"GO:0003012","muscle system process",0.0526315789473684,0.0149233011730409,0.00112306663347186,0.0829748053906269,0.0738164229987852,"Glra1/Acta2/Adra2a/Mylk/Ptgs2/Lmcd1/Errfi1/Ptgs1/Kcna1",9,"Up","DES vs. Stable","70"
"GO:0008360","regulation of cell shape",0.0467836257309941,0.00544874019573818,4.70861955809028e-06,0.00512590013237231,0.00456012654250185,"Ccl12/Pdpn/Strip2/Ezr/Myl12a/Ptk2b/Rhob/Fmnl2",8,"Up","DES vs. Stable","70"
"GO:0010810","regulation of cell-substrate adhesion",0.0467836257309941,0.00787811480530298,6.70229205139779e-05,0.029991275934715,0.0266809750290814,"Spp1/Pdpn/Col16a1/Ccdc80/St6gal1/Gcnt2/Sdc4/Ptk2b",8,"Up","DES vs. Stable","70"
"GO:0070372","regulation of ERK1 and ERK2 cascade",0.0467836257309941,0.0113139446102589,0.000768973032890802,0.0677188519352852,0.0602443524382377,"Ccl12/Ccl6/Acta2/Lmo3/Ezr/Errfi1/Gcnt2/Ptk2b",8,"Up","DES vs. Stable","70"
"GO:0070371","ERK1 and ERK2 cascade",0.0467836257309941,0.0121121676962588,0.00119018452812226,0.0846909673330804,0.0753431627757835,"Ccl12/Ccl6/Acta2/Lmo3/Ezr/Errfi1/Gcnt2/Ptk2b",8,"Up","DES vs. Stable","70"
