"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000022110",0.865671301435798,0.243555194664698,"Sucla2","14","succinate-Coenzyme A ligase, ADP-forming, beta subunit","brown"
"ENSMUSG00000022199",0.894330939122402,0.361483113820214,"Slc22a17","14","solute carrier family 22 (organic cation transporter), member 17","brown"
"ENSMUSG00000022594",0.80197806864695,0.272425386358335,"Lynx1","15","Ly6/neurotoxin 1","brown"
"ENSMUSG00000022629",0.875529745515931,0.282938206003646,"Kif21a","15","kinesin family member 21A","brown"
"ENSMUSG00000022674",0.806261265773751,0.265666041238782,"Ube2v2","16","ubiquitin-conjugating enzyme E2 variant 2","brown"
"ENSMUSG00000023033",0.844484308577995,0.276825102363924,"Scn8a","15","sodium channel, voltage-gated, type VIII, alpha","brown"
"ENSMUSG00000023944",0.83064459437299,0.384670778079599,"Hsp90ab1","17","heat shock protein 90 alpha (cytosolic), class B member 1","brown"
"ENSMUSG00000024403",0.851150560040795,0.357680043386559,"Atp6v1g2","17","ATPase, H+ transporting, lysosomal V1 subunit G2","brown"
"ENSMUSG00000024462",0.884201490438271,0.301285742896716,"Gabbr1","17","gamma-aminobutyric acid (GABA) B receptor, 1","brown"
"ENSMUSG00000024758",0.875732719085354,0.201866075005461,"Rtn3","19","reticulon 3","brown"
"ENSMUSG00000024953",0.884632299974814,0.219457104121907,"Prdx5","19","peroxiredoxin 5","brown"
"ENSMUSG00000025092",0.834659630187376,0.407758579189687,"Hspa12a","19","heat shock protein 12A","brown"
"ENSMUSG00000025613",0.825242898749857,0.330531529161425,"Cct8","16","chaperonin containing Tcp1, subunit 8 (theta)","brown"
"ENSMUSG00000025920",0.811461698587997,0.201126622236395,"Stau2","1","staufen double-stranded RNA binding protein 2","brown"
"ENSMUSG00000026229",0.821606219225088,0.307170941049457,"Psmd1","1","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1","brown"
"ENSMUSG00000026443",0.807271111240052,0.39872009755286,"Lrrn2","1","leucine rich repeat protein 2, neuronal","brown"
"ENSMUSG00000026585",0.866395837816309,0.243290901721525,"Kifap3","1","kinesin-associated protein 3","brown"
"ENSMUSG00000026764",0.847671524332044,0.292730734451159,"Kif5c","2","kinesin family member 5C","brown"
"ENSMUSG00000027584",0.811258008906108,0.268366933052747,"Oprl1","2","opioid receptor-like 1","brown"
"ENSMUSG00000027634",0.870247998383524,0.268849504268357,"Ndrg3","2","N-myc downstream regulated gene 3","brown"
"ENSMUSG00000027978",0.898273583553166,0.346481329010088,"Prss12","3","protease, serine 12 neurotrypsin (motopsin)","brown"
"ENSMUSG00000027993",0.840036134569995,0.365077269093257,"Trim2","3","tripartite motif-containing 2","brown"
"ENSMUSG00000028546",0.816122508596197,0.243197855417335,"Elavl4","4","ELAV like RNA binding protein 4","brown"
"ENSMUSG00000028656",0.805881785921809,0.322711046297294,"Cap1","4","CAP, adenylate cyclase-associated protein 1 (yeast)","brown"
"ENSMUSG00000028937",0.868980353933501,0.297211071690049,"Acot7","4","acyl-CoA thioesterase 7","brown"
"ENSMUSG00000028944",0.877405203640507,0.262530184810881,"Prkag2","5","protein kinase, AMP-activated, gamma 2 non-catalytic subunit","brown"
"ENSMUSG00000028969",0.811786443856432,0.352739112076162,"Cdk5","5","cyclin-dependent kinase 5","brown"
"ENSMUSG00000029405",0.873693053132882,0.282099252845383,"G3bp2","5","GTPase activating protein (SH3 domain) binding protein 2","brown"
"ENSMUSG00000029449",0.806634233481901,0.317055107977287,"Rhof","5","ras homolog family member F (in filopodia)","brown"
"ENSMUSG00000029752",0.870165487187126,0.235183712253079,"Asns","6","asparagine synthetase","brown"
"ENSMUSG00000030105",0.845499783212635,0.214319490744163,"Arl8b","6","ADP-ribosylation factor-like 8B","brown"
"ENSMUSG00000030657",0.832135151179906,0.346441449723788,"Xylt1","7","xylosyltransferase 1","brown"
"ENSMUSG00000031284",0.856215190755704,0.491466593085144,"Pak3","X","p21 (RAC1) activated kinase 3","brown"
"ENSMUSG00000031708",0.825361817886201,0.24749860044688,"Tecr","8","trans-2,3-enoyl-CoA reductase","brown"
"ENSMUSG00000032011",0.882981966736858,0.234107217444478,"Thy1","9","thymus cell antigen 1, theta","brown"
"ENSMUSG00000033061",0.892617683303612,0.324335536103945,"Resp18","1","regulated endocrine-specific protein 18","brown"
"ENSMUSG00000033316",0.806606148782732,0.37189958650976,"Galnt9","5","polypeptide N-acetylgalactosaminyltransferase 9","brown"
"ENSMUSG00000033352",0.891715757609366,0.308207458135736,"Map2k4","11","mitogen-activated protein kinase kinase 4","brown"
"ENSMUSG00000034336",0.824712704993601,0.31508120410911,"Ina","19","internexin neuronal intermediate filament protein, alpha","brown"
"ENSMUSG00000034981",0.812029048721883,0.337222535288845,"Parm1","5","prostate androgen-regulated mucin-like protein 1","brown"
"ENSMUSG00000036752",0.827494751700654,0.25701823251831,"Tubb4b","2","tubulin, beta 4B class IVB","brown"
"ENSMUSG00000037601",0.854783371609465,0.235781595418236,"Nme1","11","NME/NM23 nucleoside diphosphate kinase 1","brown"
"ENSMUSG00000037996",0.802716544774266,0.278181581890979,"Slc24a2","4","solute carrier family 24 (sodium/potassium/calcium exchanger), member 2","brown"
"ENSMUSG00000038602",0.816522306801846,0.200757773366616,"Slc35f1","10","solute carrier family 35, member F1","brown"
"ENSMUSG00000039697",0.879340562106825,0.25165487224653,"Ncoa7","10","nuclear receptor coactivator 7","brown"
"ENSMUSG00000040035",0.800689536630253,0.211452439311282,"Disp2","2","dispatched RND tramsporter family member 2","brown"
"ENSMUSG00000040356",0.810877409872915,0.286991049246822,"Skiv2l","17","superkiller viralicidic activity 2-like (S. cerevisiae)","brown"
"ENSMUSG00000040855",0.902916222918821,0.203180461944691,"Reps2","X","RALBP1 associated Eps domain containing protein 2","brown"
"ENSMUSG00000041439",0.83699476620301,0.423497057719183,"Mfsd6","1","major facilitator superfamily domain containing 6","brown"
"ENSMUSG00000042043",0.849034933579059,0.267249712526511,"Tbca","13","tubulin cofactor A","brown"
"ENSMUSG00000042208",0.81668188490027,0.420885109897187,"Sanbr","11","SANT and BTB domain regulator of CSR","brown"
"ENSMUSG00000044628",0.858587284294083,0.256032665150049,"Rnf208","2","ring finger protein 208","brown"
"ENSMUSG00000045038",0.84240384085459,0.453961778927116,"Prkce","17","protein kinase C, epsilon","brown"
"ENSMUSG00000046204",0.811498062543383,0.298630826541134,"Pnma2","14","paraneoplastic antigen MA2","brown"
"ENSMUSG00000047261",0.935756737462613,0.290517777922805,"Gap43","16","growth associated protein 43","brown"
"ENSMUSG00000049047",0.828903993218945,0.391485752921451,"Armcx3","X","armadillo repeat containing, X-linked 3","brown"
"ENSMUSG00000050043",0.861100964742508,0.375345816950329,"Tmx2","2","thioredoxin-related transmembrane protein 2","brown"
"ENSMUSG00000050148",0.816172021901339,0.353126237888318,"Ubqln2","X","ubiquilin 2","brown"
"ENSMUSG00000052727",0.876612026568543,0.255386797954479,"Map1b","13","microtubule-associated protein 1B","brown"
"ENSMUSG00000053192",0.96149013438541,0.277616918169244,"Mllt11","3","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11","brown"
"ENSMUSG00000054013",0.849347518990142,0.353046384970462,"Tmem179","12","transmembrane protein 179","brown"
"ENSMUSG00000056124",0.901613220188105,0.280357969212344,"B4galt6","18","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6","brown"
"ENSMUSG00000056812",0.804519685052083,0.20175229095868,"St8sia3","18","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3","brown"
"ENSMUSG00000060450",0.823972539212592,0.207957206412216,"Rnf14","18","ring finger protein 14","brown"
"ENSMUSG00000063077",0.892343566407027,0.334397080203453,"Kif1b","4","kinesin family member 1B","brown"
"ENSMUSG00000068740",0.861517621582925,0.317539159906611,"Celsr2","3","cadherin, EGF LAG seven-pass G-type receptor 2","brown"
"ENSMUSG00000068923",0.893656789191609,0.254572995180906,"Syt11","3","synaptotagmin XI","brown"
"ENSMUSG00000070498",0.846406972832616,0.243973600181592,"Tmem132b","5","transmembrane protein 132B","brown"
"ENSMUSG00000073877",0.808200454789428,0.260414479102229,"Gm13306","4","predicted gene 13306","brown"
"ENSMUSG00000075590",0.813964190732225,0.295846563861624,"Nrbp2","15","nuclear receptor binding protein 2","brown"
"ENSMUSG00000079056",0.819191974378258,0.233543283289896,"Kcnip3","2","Kv channel interacting protein 3, calsenilin","brown"
"ENSMUSG00000079184",0.830322357491925,0.284839570595271,"Mphosph8","14","M-phase phosphoprotein 8","brown"
"ENSMUSG00000102252",0.816064362432365,0.213941548233922,"Snrpn","7","small nuclear ribonucleoprotein N","brown"
"ENSMUSG00000020841",0.813752030468919,0.205668696124735,"Cpd","11","carboxypeptidase D","cyan"
"ENSMUSG00000026482",0.844313524696898,0.289975695583869,"Rgl1","1","ral guanine nucleotide dissociation stimulator,-like 1","cyan"
"ENSMUSG00000027457",0.856702920083166,0.293957324727322,"Snph","2","syntaphilin","cyan"
"ENSMUSG00000029392",0.81062995438306,0.205073598856027,"Rilpl1","5","Rab interacting lysosomal protein-like 1","cyan"
"ENSMUSG00000034265",0.829602602836777,0.417702058186745,"Zdhhc14","17","zinc finger, DHHC domain containing 14","cyan"
"ENSMUSG00000037362",0.809372367101511,0.229874880954604,"Ccn3","15","cellular communication network factor 3","cyan"
"ENSMUSG00000055675",0.811313222098654,0.483735967773511,"Kbtbd11","8","kelch repeat and BTB (POZ) domain containing 11","cyan"
"ENSMUSG00000059213",0.886604096547236,0.266822927543619,"Ddn","15","dendrin","cyan"
"ENSMUSG00000021290",0.850767805036934,0.216472810770103,"Atp5mpl","12","ATP synthase membrane subunit 6.8PL","green"
"ENSMUSG00000028788",0.83523689754608,0.24972471684081,"Ptp4a2","4","protein tyrosine phosphatase 4a2","green"
"ENSMUSG00000044894",0.924917598158337,0.230232309575342,"Uqcrq","11","ubiquinol-cytochrome c reductase, complex III subunit VII","green"
"ENSMUSG00000030745",0.805607205247523,-0.240464050293824,"Il21r","7","interleukin 21 receptor","greenyellow"
"ENSMUSG00000031715",0.802442760403283,0.268715692956619,"Smarca5","8","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5","midnightblue"
"ENSMUSG00000030189",0.808758112449247,-0.282244089135729,"Ybx3","6","Y box protein 3","pink"
"ENSMUSG00000069171",0.80988395256982,-0.206736424749323,"Nr2f1","13","nuclear receptor subfamily 2, group F, member 1","pink"
"ENSMUSG00000032518",0.831289836188862,0.235700961287723,"Rpsa","9","ribosomal protein SA","purple"
"ENSMUSG00000034685",0.830009714208763,0.201727041425374,"Fam171a2","11","family with sequence similarity 171, member A2","purple"
"ENSMUSG00000052146",0.911878779587301,0.304590451920363,"Rps10","17","ribosomal protein S10","purple"
"ENSMUSG00000058546",0.894510750738465,0.30821798504729,"Rpl23a","11","ribosomal protein L23A","purple"
"ENSMUSG00000059796",0.802629221184937,0.327103525164834,"Eif4a1","11","eukaryotic translation initiation factor 4A1","purple"
"ENSMUSG00000060036",0.925668255416721,0.206239920718623,"Rpl3","15","ribosomal protein L3","purple"
"ENSMUSG00000072772",0.856802067481714,0.257013648409532,"Grcc10","6","gene rich cluster, C10 gene","purple"
"ENSMUSG00000000214",0.819300694532757,-0.387567323120884,"Th","7","tyrosine hydroxylase","red"
"ENSMUSG00000001120",0.914385793592657,-0.405756133940072,"Pcbp3","10","poly(rC) binding protein 3","red"
"ENSMUSG00000001334",0.820220309277117,-0.221375881551833,"Fndc5","4","fibronectin type III domain containing 5","red"
"ENSMUSG00000001444",0.847268748181529,-0.562998353202621,"Tbx21","11","T-box 21","red"
"ENSMUSG00000002228",0.860228139929483,-0.355879077312377,"Ppm1j","3","protein phosphatase 1J","red"
"ENSMUSG00000002504",0.821701663216827,-0.330744326239939,"Slc9a3r2","17","solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2","red"
"ENSMUSG00000003657",0.915749056932627,-0.415312716608369,"Calb2","8","calbindin 2","red"
"ENSMUSG00000005124",0.811104751982284,-0.446047078449487,"Ccn4","15","cellular communication network factor 4","red"
"ENSMUSG00000016664",0.945300554139696,-0.306484318918218,"Pacsin2","15","protein kinase C and casein kinase substrate in neurons 2","red"
"ENSMUSG00000018470",0.840360728180508,-0.364664952255008,"Kcnab3","11","potassium voltage-gated channel, shaker-related subfamily, beta member 3","red"
"ENSMUSG00000018476",0.801857489229435,-0.352415919057027,"Kdm6b","11","KDM1 lysine (K)-specific demethylase 6B","red"
"ENSMUSG00000019841",0.871313246661425,-0.235382192383802,"Rev3l","10","REV3 like, DNA directed polymerase zeta catalytic subunit","red"
"ENSMUSG00000019856",0.950680703492876,-0.409057116397198,"Fam184a","10","family with sequence similarity 184, member A","red"
"ENSMUSG00000019874",0.861809673878297,-0.459318082513759,"Fabp7","10","fatty acid binding protein 7, brain","red"
"ENSMUSG00000020019",0.841694080561879,-0.349365296065344,"Ntn4","10","netrin 4","red"
"ENSMUSG00000020140",0.935572476722924,-0.398145419861531,"Lgr5","10","leucine rich repeat containing G protein coupled receptor 5","red"
"ENSMUSG00000020160",0.928277668627349,-0.389596836521164,"Meis1","11","Meis homeobox 1","red"
"ENSMUSG00000020262",0.876039036652634,-0.490298336891371,"Adarb1","10","adenosine deaminase, RNA-specific, B1","red"
"ENSMUSG00000021303",0.926895118343822,-0.424477817464595,"Gng4","13","guanine nucleotide binding protein (G protein), gamma 4","red"
"ENSMUSG00000021337",0.825328304521314,-0.49801529706912,"Scgn","13","secretagogin, EF-hand calcium binding protein","red"
"ENSMUSG00000021767",0.807602477105687,-0.237577021088243,"Kat6b","14","K(lysine) acetyltransferase 6B","red"
"ENSMUSG00000021803",0.863152424813499,-0.398632750252143,"Cdhr1","14","cadherin-related family member 1","red"
"ENSMUSG00000021846",0.858704053241766,-0.4484858974515,"Peli2","14","pellino 2","red"
"ENSMUSG00000022469",0.845938881922782,-0.513111383009287,"Rapgef3","15","Rap guanine nucleotide exchange factor (GEF) 3","red"
"ENSMUSG00000024565",0.925782851033435,-0.283428636236927,"Sall3","18","spalt like transcription factor 3","red"
"ENSMUSG00000024871",0.917751053148157,-0.414138163105234,"Doc2g","19","double C2, gamma","red"
"ENSMUSG00000025650",0.803415509656986,-0.319020281085623,"Col7a1","9","collagen, type VII, alpha 1","red"
"ENSMUSG00000025723",0.920050989240267,-0.490239028891142,"Nmb","7","neuromedin B","red"
"ENSMUSG00000025854",0.927978035801672,-0.480088278263942,"Fam20c","5","FAM20C, golgi associated secretory pathway kinase","red"
"ENSMUSG00000026308",0.894182249016295,-0.489552963815037,"Klhl30","1","kelch-like 30","red"
"ENSMUSG00000026509",0.848664211357621,-0.264378228552501,"Capn2","1","calpain 2","red"
"ENSMUSG00000026510",0.810518346129608,-0.407145350067078,"Trp53bp2","1","transformation related protein 53 binding protein 2","red"
"ENSMUSG00000026930",0.876709475283244,-0.410419636571318,"Gpsm1","2","G-protein signalling modulator 1 (AGS3-like, C. elegans)","red"
"ENSMUSG00000027210",0.889007175947205,-0.383663112508933,"Meis2","2","Meis homeobox 2","red"
"ENSMUSG00000027889",0.829393270052854,-0.224295050242704,"Ampd2","3","adenosine monophosphate deaminase 2","red"
"ENSMUSG00000027931",0.854820202899946,-0.437316833308792,"Npr1","3","natriuretic peptide receptor 1","red"
"ENSMUSG00000028780",0.848477116484047,-0.336640249470525,"Sema3c","5","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","red"
"ENSMUSG00000029705",0.860580959149802,-0.415265531211783,"Cux1","5","cut-like homeobox 1","red"
"ENSMUSG00000029754",0.855592025622027,-0.322552488147406,"Dlx6","6","distal-less homeobox 6","red"
"ENSMUSG00000030307",0.868222205369026,-0.298497257691807,"Slc6a11","6","solute carrier family 6 (neurotransmitter transporter, GABA), member 11","red"
"ENSMUSG00000031285",0.850758556745545,-0.521507867356205,"Dcx","X","doublecortin","red"
"ENSMUSG00000031523",0.825361077078437,-0.386448231726719,"Dlc1","8","deleted in liver cancer 1","red"
"ENSMUSG00000031665",0.93619010626206,-0.344372422631576,"Sall1","8","spalt like transcription factor 1","red"
"ENSMUSG00000032232",0.891074565480689,-0.361916924397217,"Cgnl1","9","cingulin-like 1","red"
"ENSMUSG00000032261",0.848390591800426,-0.312603492445347,"Sh3bgrl2","9","SH3 domain binding glutamic acid-rich protein like 2","red"
"ENSMUSG00000032413",0.842704212528123,-0.224123168926758,"Rasa2","9","RAS p21 protein activator 2","red"
"ENSMUSG00000032446",0.838894790850064,-0.445471258073092,"Eomes","9","eomesodermin","red"
"ENSMUSG00000032735",0.819382219438486,-0.410343011387287,"Ablim3","18","actin binding LIM protein family, member 3","red"
"ENSMUSG00000033278",0.802246631992992,-0.201326642067242,"Ptprm","17","protein tyrosine phosphatase, receptor type, M","red"
"ENSMUSG00000034570",0.925609019948981,-0.361902563730884,"Inpp5j","11","inositol polyphosphate 5-phosphatase J","red"
"ENSMUSG00000036478",0.935063334434065,-0.404338915249588,"Btg1","10","BTG anti-proliferation factor 1","red"
"ENSMUSG00000037242",0.916290624760109,-0.328175811213307,"Clic4","4","chloride intracellular channel 4 (mitochondrial)","red"
"ENSMUSG00000038145",0.863782705418104,-0.269792206935653,"Snrk","9","SNF related kinase","red"
"ENSMUSG00000038370",0.898678450332941,-0.34126297335581,"Pcp4l1","1","Purkinje cell protein 4-like 1","red"
"ENSMUSG00000038608",0.925318312077017,-0.332090981869142,"Dock10","1","dedicator of cytokinesis 10","red"
"ENSMUSG00000038718",0.895435297358504,-0.216715791915502,"Pbx3","2","pre B cell leukemia homeobox 3","red"
"ENSMUSG00000039057",0.803161889030459,-0.295754903225986,"Myo16","8","myosin XVI","red"
"ENSMUSG00000039126",0.843580465858009,-0.270970560070093,"Prune2","19","prune homolog 2","red"
"ENSMUSG00000039910",0.853384674309479,-0.223490022908291,"Cited2","10","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2","red"
"ENSMUSG00000040373",0.930340332440175,-0.44019927418319,"Cacng5","11","calcium channel, voltage-dependent, gamma subunit 5","red"
"ENSMUSG00000040681",0.819233184605083,-0.242597030490155,"Hmgn1","16","high mobility group nucleosomal binding domain 1","red"
"ENSMUSG00000041324",0.810040621213413,-0.206857051611706,"Inhba","13","inhibin beta-A","red"
"ENSMUSG00000041911",0.969647166741662,-0.347332597384682,"Dlx1","2","distal-less homeobox 1","red"
"ENSMUSG00000042099",0.889440053485517,-0.43275081449629,"Kank3","17","KN motif and ankyrin repeat domains 3","red"
"ENSMUSG00000042109",0.94766326413257,-0.413231078663023,"Csdc2","15","cold shock domain containing C2, RNA binding","red"
"ENSMUSG00000042129",0.829488626188206,-0.329485024914476,"Rassf4","6","Ras association (RalGDS/AF-6) domain family member 4","red"
"ENSMUSG00000042453",0.870899014912284,-0.4124548765091,"Reln","5","reelin","red"
"ENSMUSG00000042793",0.88175862210527,-0.37622542820954,"Lgr6","1","leucine-rich repeat-containing G protein-coupled receptor 6","red"
"ENSMUSG00000043336",0.8793254432939,-0.329774010260139,"Filip1l","16","filamin A interacting protein 1-like","red"
"ENSMUSG00000044345",0.877072407605796,-0.413986760883576,"Marveld1","19","MARVEL (membrane-associating) domain containing 1","red"
"ENSMUSG00000046982",0.910126396046043,-0.446890078265202,"Tshz1","18","teashirt zinc finger family member 1","red"
"ENSMUSG00000048537",0.815621050054046,-0.380065884601043,"Phldb1","9","pleckstrin homology like domain, family B, member 1","red"
"ENSMUSG00000048562",0.920114355635949,-0.356293230085302,"Sp8","12","trans-acting transcription factor 8","red"
"ENSMUSG00000050010",0.863496525220845,-0.315072198291533,"Shisa3","5","shisa family member 3","red"
"ENSMUSG00000051166",0.87484582989055,-0.309318257595056,"Eml5","12","echinoderm microtubule associated protein like 5","red"
"ENSMUSG00000052534",0.822616849290849,-0.501703000415504,"Pbx1","1","pre B cell leukemia homeobox 1","red"
"ENSMUSG00000053062",0.846836808522249,-0.326736863003512,"Jam2","16","junction adhesion molecule 2","red"
"ENSMUSG00000054256",0.802125506389049,-0.265654223025143,"Msi1","5","musashi RNA-binding protein 1","red"
"ENSMUSG00000057335",0.83683516374749,-0.453018928516231,"Cep170","1","centrosomal protein 170","red"
"ENSMUSG00000059810",0.829902924407449,-0.355732195402323,"Rgs3","4","regulator of G-protein signaling 3","red"
"ENSMUSG00000059857",0.809092728751232,-0.344722949365072,"Ntng1","3","netrin G1","red"
"ENSMUSG00000060961",0.835381768047185,-0.300504604151636,"Slc4a4","5","solute carrier family 4 (anion exchanger), member 4","red"
"ENSMUSG00000063260",0.812409768849738,-0.237513265683982,"Syt10","15","synaptotagmin X","red"
"ENSMUSG00000067571",0.821051028368587,-0.522923120447189,"Ms4a15","19","membrane-spanning 4-domains, subfamily A, member 15","red"
"ENSMUSG00000068859",0.819152795245891,-0.260815416218743,"Sp9","2","trans-acting transcription factor 9","red"
"ENSMUSG00000069769",0.849386695367297,-0.362249813855081,"Msi2","11","musashi RNA-binding protein 2","red"
"ENSMUSG00000070880",0.957471799261967,-0.352625116130913,"Gad1","2","glutamate decarboxylase 1","red"
"ENSMUSG00000073856",0.800139429857039,-0.234564781465362,"Iqck","7","IQ motif containing K","red"
"ENSMUSG00000074925",0.848025436455094,-0.390799297801458,"Ptar1","19","protein prenyltransferase alpha subunit repeat containing 1","red"
"ENSMUSG00000076431",0.953772075814326,-0.333348768366153,"Sox4","13","SRY (sex determining region Y)-box 4","red"
"ENSMUSG00000087075",0.843670687600578,-0.303452187815674,"Lbhd2","12","LBH domain containing 2","red"
"ENSMUSG00000096883",0.909604665261176,-0.50527736679942,"Shisa8","15","shisa family member 8","red"
"ENSMUSG00000106379",0.801708026720256,-0.335837063828634,"Lhfpl3","5","lipoma HMGIC fusion partner-like 3","red"
"ENSMUSG00000014245",0.824559570809965,0.350687799279762,"Pigl","11","phosphatidylinositol glycan anchor biosynthesis, class L","salmon"
"ENSMUSG00000018589",0.807522110885862,0.289186385260948,"Glra2","X","glycine receptor, alpha 2 subunit","salmon"
"ENSMUSG00000027971",0.886939533901864,0.32466184259057,"Ndst4","3","N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4","salmon"
"ENSMUSG00000029153",0.847126606161745,0.298880838717903,"Ociad2","5","OCIA domain containing 2","salmon"
"ENSMUSG00000031618",0.855886653703142,0.317127485813361,"Nr3c2","8","nuclear receptor subfamily 3, group C, member 2","salmon"
"ENSMUSG00000033717",0.811656181153219,0.206533332948056,"Adra2a","19","adrenergic receptor, alpha 2a","salmon"
"ENSMUSG00000007655",0.856305179242097,-0.468593765930825,"Cav1","6","caveolin 1, caveolae protein","tan"
"ENSMUSG00000019647",0.809774991563023,-0.433180904907651,"Sema6a","18","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","tan"
"ENSMUSG00000023800",0.862783127977063,-0.232006992675918,"Tiam2","17","T cell lymphoma invasion and metastasis 2","tan"
"ENSMUSG00000027011",0.803342006816057,-0.266345422399983,"Ube2e3","2","ubiquitin-conjugating enzyme E2E 3","tan"
"ENSMUSG00000032564",0.897485565383704,-0.382584652230447,"Cpne4","9","copine IV","tan"
"ENSMUSG00000001175",0.957856815338398,0.323559624565539,"Calm1","12","calmodulin 1","turquoise"
"ENSMUSG00000001383",0.917671171779116,0.308834628077837,"Zmat2","18","zinc finger, matrin type 2","turquoise"
