Name	Description	pvalue	qvalue	phenotype	genes
GO:0010959	regulation of metal ion transport	4.78467100190708e-07	5.64833676170551e-05	1	Sgk1,Kcnab3,S100a1,Scn4b,Stk39,G6pdx,Dnm2,Pacsin3,Trpc3,Chd7,Vmp1,Kcna1,Ahcyl1,Cnksr3,Trf,Atp1b1,Dbi,Cd63,Glrx,Atp2b2,Gjc2,Plp1,Drd2
GO:0043270	positive regulation of ion transport	9.26384056070524e-09	2.27132868160449e-06	1	Sgk1,S100a1,Scn4b,Stk39,G6pdx,Dnm2,Trpc3,Pcp4,Vmp1,Kcna1,Ahcyl1,Nat8l,Cnksr3,P2ry1,Ctss,Atp1b1,Dbi,Glrx,Atp2b2,Gjc2,Plp1,Drd2
GO:0030900	forebrain development	2.64199059326871e-07	3.36839895428111e-05	1	Mdk,Tcf7l2,Olig2,Sema7a,Chd7,Aplp2,Kcna1,Mdga1,Bmp2,Lhx8,Nars,Tyrobp,Slc6a3,Bcan,Ccdc85c,Dbi,Uchl5,Dlx5,Pou3f1,Cntn2,Drd2,Arx
GO:0006091	generation of precursor metabolites and energy	4.3822470736267e-06	0.0002586636284394	1	Tcf7l2,Ndufs2,G6pdx,Slc4a4,Cox5a,Slc25a33,Atp5j,Pkm,Ndufa10,Atp5b,S100b,Khk,Ppargc1a,Ppp1cc,Aco2,Ugp2,Esrrb,Chchd10,Mtch2,Immp2l,Mdh1
GO:0007626	locomotory behavior	5.76711216206325e-09	1.68937001634726e-06	1	Slc18a2,Sncg,Arrdc3,Cnp,Hexb,Chd7,Rcan2,Cend1,Aplp2,Grin2d,Scn1a,Slc6a3,Gprc5b,Th,Pmp22,Atp2b2,Inpp5f,Zic1,Cntn2,Drd2
GO:0051962	positive regulation of nervous system development	8.18571340879308e-07	7.90632861302247e-05	1	Sgk1,Mdk,Olig2,Sema7a,Bag1,Nefl,Mag,Bmp2,Ppp1cc,Man2a1,Metrn,Sox10,Trf,Shox2,Ptn,Kdr,Enpp2,Ntrk1,Gjc2,Drd2
GO:1904062	regulation of cation transmembrane transport	2.04237326650919e-06	0.00016274490134183	1	Kcnab3,S100a1,Scn4b,Stk39,G6pdx,Dnm2,Chd7,Vmp1,Kcna1,Grin2d,Ppargc1a,Cnksr3,Ctss,Atp1b1,Dbi,Cd63,Glrx,Gjc2,Plp1,Drd2
GO:0009117	nucleotide metabolic process	2.14444856616813e-05	0.00085439345504698	1	Adssl1,Rhoq,G6pdx,Slc4a4,Cnp,Atp5j,Pkm,Atp5b,Dctd,Rfk,Khk,Ppargc1a,Ctps2,Esrrb,Mtch2,Nudt19,Atp2b2,Adcy2,Ldhd,Ampd3
GO:0006753	nucleoside phosphate metabolic process	2.7564794692852e-05	0.00105854404984091	1	Adssl1,Rhoq,G6pdx,Slc4a4,Cnp,Atp5j,Pkm,Atp5b,Dctd,Rfk,Khk,Ppargc1a,Ctps2,Esrrb,Mtch2,Nudt19,Atp2b2,Adcy2,Ldhd,Ampd3
GO:0042391	regulation of membrane potential	4.2122401228929e-05	0.00147638688785306	1	Scn4b,Hcn2,Slc4a4,Hebp2,Myh14,Ngfr,Slc25a33,Kcna1,Gabra1,Grin2d,Gclm,Scn1a,Chchd10,Mtch2,Pmp22,Ptn,Kdr,Atp1b1,Glrx,Hcn3
GO:0006836	neurotransmitter transport	7.29835253335509e-09	1.93854486587712e-06	1	Slc18a2,Sncg,Syt2,Cplx1,Chrm2,Nat8l,Slc18a3,Vamp1,Slc6a3,Slc10a4,Th,Gdnf,P2ry1,Pnkd,Syt6,Sv2a,Brsk1,Gpm6b,Drd2
GO:0050769	positive regulation of neurogenesis	2.00420424861787e-07	2.88336566974823e-05	1	Sgk1,Mdk,Olig2,Sema7a,Bag1,Nefl,Mag,Bmp2,Ppp1cc,Man2a1,Metrn,Sox10,Trf,Shox2,Ptn,Kdr,Enpp2,Gjc2,Drd2
GO:0008360	regulation of cell shape	3.93577809323589e-11	1.7921106866644e-08	1	S100a13,Rhoq,Rdx,Lpar1,Myh14,Hexb,Ermn,S100b,Ptn,Kdr,P2ry1,Strip2,Cdc42ep1,Plekho1,Rhobtb3,Parva,Rhog,Epb41l3
GO:0034764	positive regulation of transmembrane transport	8.21137001978733e-08	1.37750849971834e-05	1	S100a1,Rhoq,Stk39,G6pdx,Dnm2,Vmp1,Kcna1,Clip3,Cnksr3,Adipor2,Ctss,Car2,Atp1b1,Dbi,Glrx,Gjc2,Plp1,Klf15
GO:0001505	regulation of neurotransmitter levels	8.71535563428242e-08	1.38895246634775e-05	1	Slc18a2,Sncg,Syt2,Cplx1,Chrm2,Slc5a7,Nat8l,Vamp1,Slc6a3,Th,Gdnf,P2ry1,Pnkd,Syt6,Sv2a,Brsk1,Gpm6b,Drd2
GO:0015980	energy derivation by oxidation of organic compounds	1.77027671184283e-06	0.00014848747599612	1	Tcf7l2,Ndufs2,Cox5a,Slc25a33,Atp5j,Ndufa10,Atp5b,S100b,Khk,Ppargc1a,Ppp1cc,Aco2,Ugp2,Esrrb,Chchd10,Mtch2,Immp2l,Mdh1
GO:0019693	ribose phosphate metabolic process	2.27919487757252e-05	0.00089686836767896	1	Adssl1,Rhoq,G6pdx,Slc4a4,Atp5j,Pkm,Atp5b,Rfk,Khk,Ppargc1a,Ctps2,Esrrb,Mtch2,Nudt19,Atp2b2,Adcy2,Ldhd,Ampd3
GO:1901214	regulation of neuron death	3.93112821148398e-05	0.00140785999105541	1	Mdk,Sncg,Vegfb,G6pdx,Ddit3,Ctsz,Bag1,Ngfr,Pcp4,Nefl,Mag,Ppargc1a,Gclm,Tyrobp,Npm1,Kdr,Gdnf,Ntrk1
GO:0046034	ATP metabolic process	7.25804927618058e-07	7.46260550365868e-05	1	Ndufs2,Slc4a4,Cox5a,Slc25a33,Atp5j,Pkm,Ndufa10,Atp5b,Clpx,Khk,Ppargc1a,Esrrb,Chchd10,Mtch2,Atp1b1,Ldhd,Ampd3
GO:0043523	regulation of neuron apoptotic process	1.98506822050323e-06	0.00016223445537608	1	Mdk,Vegfb,G6pdx,Ddit3,Ctsz,Bag1,Ngfr,Pcp4,Nefl,Mag,Ppargc1a,Gclm,Tyrobp,Npm1,Kdr,Gdnf,Ntrk1
