Name	Description	pvalue	qvalue	phenotype	genes
GO:0050767	regulation of neurogenesis	0.00025070868495493	0.010640010429085	-1	Nos1,Plxnc1,Hap1,Bdnf,Numbl,Cx3cl1,Arntl,Tgfb1,Bhlhb9,Fzd3,Sema6b,Ppp3ca,Il1rapl1,Slit1,Map2k1,Stk25
GO:0006936	muscle contraction	1.28099742625189e-05	0.00381207160762643	-1	Atp2b4,Nos1,Sulf1,Myh7,Cacna1h,Camk2d,Sstr2,Prkg1,Ankrd39,Gpd1l,Map2k1,Pkp2,Cacna2d1,Rock2,Npy1r
GO:0060271	cilium assembly	5.27735671909292e-05	0.006040652464454	-1	Armc2,Mak,Dnal1,Hap1,Rfx2,Ttc26,Dnah5,Tbc1d32,Ccdc103,Rfx3,Rsph9,Zfp423,Fbf1,Rsph1,Drc1
GO:0051962	positive regulation of nervous system development	5.98687434519254e-05	0.006040652464454	-1	Plxnc1,Hap1,Bdnf,Numbl,Cx3cl1,Lrrtm1,Tgfb1,Slitrk3,Bhlhb9,Fzd3,Nrxn1,Il1rapl1,Map2k1,Stk25,Adgrb3
GO:0018209	peptidyl-serine modification	6.99041498050367e-05	0.00624789243233534	-1	Atp2b4,Nos1,Bdnf,Camk2d,Tgfb1,Mast3,Rps6ka2,Prkce,Galnt16,Nrxn1,Camk1g,Gpd1l,Rock2,Camkv,Dclk3
GO:0009306	protein secretion	0.00019135543534373	0.00940663034795002	-1	Nos1,Stxbp5,Doc2b,Rab11fip2,C2cd2l,Arntl,Tgfb1,P3h1,Prkce,Nrxn1,Rfx3,Ildr2,Ppp3ca,Trh,Psmd9
GO:0035592	establishment of protein localization to extracellular region	0.00019657550017396	0.00950482401186263	-1	Nos1,Stxbp5,Doc2b,Rab11fip2,C2cd2l,Arntl,Tgfb1,P3h1,Prkce,Nrxn1,Rfx3,Ildr2,Ppp3ca,Trh,Psmd9
GO:0071692	protein localization to extracellular region	0.00023056162903789	0.0103035675369089	-1	Nos1,Stxbp5,Doc2b,Rab11fip2,C2cd2l,Arntl,Tgfb1,P3h1,Prkce,Nrxn1,Rfx3,Ildr2,Ppp3ca,Trh,Psmd9
GO:0006887	exocytosis	0.00028369939595351	0.0114625192135797	-1	Stxbp5,Stxbp2,Cacna1h,Ppfia2,Hap1,Doc2b,Il4ra,Rab11fip2,Otof,Prkce,Nrxn1,Syt5,Scrib,Il1rapl1,Lin7c
GO:0007162	negative regulation of cell adhesion	5.08331705711818e-05	0.006040652464454	-1	Spint2,Adamts18,Cdh13,Plxnc1,Il4ra,Irf1,Tgfb1,Hmgb1,Prkg1,Ildr2,Scrib,Arhgap6,Map2k1,Ripor2
GO:0015833	peptide transport	6.44352904129247e-05	0.0061306514002382	-1	Nos1,Doc2b,Rab11fip2,C2cd2l,Arntl,Prkce,Nrxn1,Slc15a5,Rfx3,Ildr2,Slc15a1,Ppp3ca,Trh,Psmd9
GO:0018105	peptidyl-serine phosphorylation	0.00011851484257128	0.00843259678775056	-1	Atp2b4,Nos1,Bdnf,Camk2d,Tgfb1,Mast3,Rps6ka2,Prkce,Nrxn1,Camk1g,Gpd1l,Rock2,Camkv,Dclk3
GO:0050863	regulation of T cell activation	0.0001556264950319	0.00843259678775056	-1	Sirpa,Sox12,Il4ra,Sh3rf1,Irf1,Tgfb1,Slamf1,Hmgb1,Ildr2,Rhoh,Scrib,Malt1,Ripor2,Efnb1
GO:0042886	amide transport	0.00018029364795741	0.00916847189794336	-1	Nos1,Doc2b,Rab11fip2,C2cd2l,Arntl,Prkce,Nrxn1,Slc15a5,Rfx3,Ildr2,Slc15a1,Ppp3ca,Trh,Psmd9
GO:0046879	hormone secretion	0.00030732309671464	0.0117719660559732	-1	Nos1,Doc2b,Rab11fip2,C2cd2l,Arntl,Prkce,Nrxn1,Rfx3,Ildr2,Ppp3ca,Trh,Psmd9,Nell2,Npy1r
GO:0042060	wound healing	0.00032433537277364	0.0121588085911501	-1	Adamts18,Col5a1,Cx3cl1,Tgfb1,Srsf6,F13a1,Hmgb1,Prkce,Prkg1,Rreb1,Scrib,Wnt4,Clec7a,Rap2b
GO:0009914	hormone transport	0.00038029894152783	0.0131962555314055	-1	Nos1,Doc2b,Rab11fip2,C2cd2l,Arntl,Prkce,Nrxn1,Rfx3,Ildr2,Ppp3ca,Trh,Psmd9,Nell2,Npy1r
