"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000029798",0.858158210208926,-0.246137682995388,"Herc6","6","hect domain and RLD 6","tan"
"ENSMUSG00000043843",0.810303026156393,-0.230057400432973,"Tmem145","7","transmembrane protein 145","tan"
"ENSMUSG00000046613",0.827438151733362,-0.219439158471564,"Vwa5b2","16","von Willebrand factor A domain containing 5B2","tan"
"ENSMUSG00000049100",0.88527833504483,-0.407348670128775,"Pcdh10","3","protocadherin 10","tan"
"ENSMUSG00000053716",0.891394558339559,-0.227479630510423,"Dusp7","9","dual specificity phosphatase 7","tan"
"ENSMUSG00000011382",0.815442527948625,0.261996547019306,"Dhdh","7","dihydrodiol dehydrogenase (dimeric)","turquoise"
"ENSMUSG00000019838",0.814511641115156,0.204000491938845,"Slc16a10","10","solute carrier family 16 (monocarboxylic acid transporters), member 10","turquoise"
"ENSMUSG00000020255",0.885253578810756,0.265647349748858,"Nopchap1","10","NOP protein chaperone 1","turquoise"
"ENSMUSG00000021514",0.806770305278663,0.324686062657938,"Zfp369","13","zinc finger protein 369","turquoise"
"ENSMUSG00000039531",0.803519836723423,0.207222196892714,"Zup1","10","zinc finger containing ubiquitin peptidase 1","turquoise"
"ENSMUSG00000041890",0.86761712102541,0.267827092621411,"Git2","5","GIT ArfGAP 2","turquoise"
"ENSMUSG00000046130",0.821240619497508,0.330811431342379,"Vmn1r184","7","vomeronasal 1 receptor, 184","turquoise"
"ENSMUSG00000048038",0.857264423298798,0.414518801548624,"Ccdc187","2","coiled-coil domain containing 187","turquoise"
"ENSMUSG00000048620",0.843434687419555,0.218432444405242,"Olfr1336","7","olfactory receptor 1336","turquoise"
"ENSMUSG00000054568",0.815475636388241,0.206644970322961,"Usp17la","7","ubiquitin specific peptidase 17-like A","turquoise"
"ENSMUSG00000054666",0.813084402955631,0.236897572242474,"Olfr63","17","olfactory receptor 63","turquoise"
"ENSMUSG00000057203",0.802494395905106,0.252266933604517,"Vmn1r234","17","vomeronasal 1 receptor 234","turquoise"
"ENSMUSG00000058976",0.81049792525955,0.319073632914833,"Usp17lc","7","ubiquitin specific peptidase 17-like C","turquoise"
"ENSMUSG00000069892",0.890060209154835,0.224704596555604,"9930111J21Rik2","11","RIKEN cDNA 9930111J21 gene 2","turquoise"
"ENSMUSG00000070417",0.851729817094434,0.283674536197228,"Olfr2","7","olfactory receptor 2","turquoise"
"ENSMUSG00000070816",0.812141890893092,0.322561641392536,"Vmn1r86","7","vomeronasal 1 receptor 86","turquoise"
"ENSMUSG00000075141",0.807669030738312,0.248273302102258,"Olfr1160","2","olfactory receptor 1160","turquoise"
"ENSMUSG00000081234",0.869387650446626,0.326942595670754,"Olfr1120","2","olfactory receptor 1120","turquoise"
"ENSMUSG00000081945",0.914653771650361,0.288912559979508,"Olfr607","7","olfactory receptor 607","turquoise"
"ENSMUSG00000083587",0.864940856286322,0.20604273532403,"Gm14741","X","predicted gene 14741","turquoise"
"ENSMUSG00000090362",0.915933128226925,0.252051420185875,"Vmn2r79","7","vomeronasal 2, receptor 79","turquoise"
"ENSMUSG00000090751",0.850925947424605,0.254011014210815,"Vmn2r63","7","vomeronasal 2, receptor 63","turquoise"
"ENSMUSG00000091407",0.836165191526072,0.322360401090244,"Vmn2r117","17","vomeronasal 2, receptor 117","turquoise"
"ENSMUSG00000091945",0.809981161535394,0.281623282257654,"Vmn2r114","17","vomeronasal 2, receptor 114","turquoise"
"ENSMUSG00000095448",0.800040571852251,0.324984808996651,"Olfr859","9","olfactory receptor 859","turquoise"
"ENSMUSG00000095961",0.893604449986198,0.240801950543441,"Vmn2r102","17","vomeronasal 2, receptor 102","turquoise"
"ENSMUSG00000110519",0.947748201399455,0.210377939653332,"Olfr839-ps1","9","olfactory receptor 839, pseudogene 1","turquoise"
"ENSMUSG00000112122",0.856093629367566,0.385432185901972,"Gm47628","10","predicted gene, 47628","turquoise"
"ENSMUSG00000117853",0.81838722814354,0.293242518616783,"Vmn1r88","7","vomeronasal 1 receptor, 88","turquoise"
"ENSMUSG00000118215",0.843422753907581,0.243788163303226,"Vmn1r55","7","vomeronasal 1 receptor 55","turquoise"
"ENSMUSG00000118298",0.884544216826502,0.249752477910777,"Vmn1r60","7","vomeronasal 1 receptor 60","turquoise"
"ENSMUSG00000004897",0.802897964663854,-0.203789451003624,"Hdgf","3","heparin binding growth factor","yellow"
"ENSMUSG00000006575",0.873189994813109,-0.234213422336241,"Rundc3a","11","RUN domain containing 3A","yellow"
"ENSMUSG00000020580",0.801174542209415,0.288343855380365,"Rock2","12","Rho-associated coiled-coil containing protein kinase 2","yellow"
"ENSMUSG00000028266",0.874453992579778,-0.225846438956965,"Lmo4","3","LIM domain only 4","yellow"
"ENSMUSG00000029059",0.842318846959314,-0.318414411117642,"Prxl2b","4","peroxiredoxin like 2B","yellow"
"ENSMUSG00000029482",0.842534329649672,0.209071334748229,"Aacs","5","acetoacetyl-CoA synthetase","yellow"
"ENSMUSG00000030772",0.871362533163224,-0.239105592464721,"Dkk3","7","dickkopf WNT signaling pathway inhibitor 3","yellow"
"ENSMUSG00000031099",0.806383263785778,0.231234266185169,"Smarca1","X","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","yellow"
"ENSMUSG00000032532",0.828847131996891,-0.21024709016285,"Cck","9","cholecystokinin","yellow"
"ENSMUSG00000032826",0.824246861703977,0.275542545150559,"Ank2","3","ankyrin 2, brain","yellow"
"ENSMUSG00000035735",0.84545362630966,-0.217923630477085,"Dagla","19","diacylglycerol lipase, alpha","yellow"
"ENSMUSG00000038065",0.819626421671574,-0.286571059243049,"Mturn","6","maturin, neural progenitor differentiation regulator homolog (Xenopus)","yellow"
"ENSMUSG00000038244",0.857732252676676,0.205276194399711,"Mical2","7","microtubule associated monooxygenase, calponin and LIM domain containing 2","yellow"
"ENSMUSG00000038530",0.808027481805634,-0.201949981340051,"Rgs4","1","regulator of G-protein signaling 4","yellow"
"ENSMUSG00000040125",0.891691799359588,0.219560573641328,"Gpr26","7","G protein-coupled receptor 26","yellow"
"ENSMUSG00000041889",0.813258018058674,-0.286810540027505,"Shisa4","1","shisa family member 4","yellow"
"ENSMUSG00000046449",0.801459401651497,0.242435353886205,"Nexmif","X","neurite extension and migration factor","yellow"
"ENSMUSG00000053929",0.814185581226398,0.202914528990403,"Cyhr1","15","cysteine and histidine rich 1","yellow"
"ENSMUSG00000060032",0.830170655764042,-0.271291310698445,"H2aj","6","H2J.A histone","yellow"
"ENSMUSG00000070476",0.833419567984939,0.200285862996938,"Fam217b","2","family with sequence similarity 217, member B","yellow"
"ENSMUSG00000018589",0.821890474945631,0.441262146991327,"Glra2","X","glycine receptor, alpha 2 subunit","salmon"
"ENSMUSG00000027971",0.913809596542482,0.523139470580126,"Ndst4","3","N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4","salmon"
"ENSMUSG00000029153",0.814708807599169,0.258447963569674,"Ociad2","5","OCIA domain containing 2","salmon"
"ENSMUSG00000031618",0.82415386542389,0.395596585115411,"Nr3c2","8","nuclear receptor subfamily 3, group C, member 2","salmon"
"ENSMUSG00000035168",0.866148804391542,0.427590678411206,"Tanc1","2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1","salmon"
"ENSMUSG00000039976",0.816966823301887,0.626755064585437,"Tbc1d16","11","TBC1 domain family, member 16","salmon"
"ENSMUSG00000049001",0.806004436939131,0.223370387064654,"Ndnf","6","neuron-derived neurotrophic factor","salmon"
"ENSMUSG00000063632",0.863258579782606,0.256773591720096,"Sox11","12","SRY (sex determining region Y)-box 11","salmon"
"ENSMUSG00000004267",0.881233605771921,0.249832077375097,"Eno2","6","enolase 2, gamma neuronal","cyan"
"ENSMUSG00000020231",0.816901556872485,0.311238248724977,"Dip2a","10","disco interacting protein 2 homolog A","cyan"
"ENSMUSG00000023328",0.858122572990029,0.293709253990183,"Ache","5","acetylcholinesterase","cyan"
"ENSMUSG00000046719",0.891274707716302,0.2412053382066,"Nxph3","11","neurexophilin 3","cyan"
"ENSMUSG00000093536",0.834100344757591,0.335522274559259,"Smim17","7","small integral membrane protein 17","cyan"
"ENSMUSG00000026556",0.815791916760552,0.28285389748135,"Vangl2","1","VANGL planar cell polarity 2","magenta"
"ENSMUSG00000032177",0.8654440755173,0.266248103665081,"Pde4a","9","phosphodiesterase 4A, cAMP specific","magenta"
"ENSMUSG00000051527",0.808492324879441,0.415877138029605,"Usp29","7","ubiquitin specific peptidase 29","magenta"
"ENSMUSG00000053024",0.853186476002768,0.339886480454677,"Cntn2","1","contactin 2","magenta"
"ENSMUSG00000021290",0.853550937927307,0.281383774178516,"Atp5mpl","12","ATP synthase membrane subunit 6.8PL","red"
"ENSMUSG00000022477",0.863206820557427,0.220473115632491,"Aco2","15","aconitase 2, mitochondrial","red"
"ENSMUSG00000028788",0.812740401653863,0.254719286099082,"Ptp4a2","4","protein tyrosine phosphatase 4a2","red"
"ENSMUSG00000033813",0.801492412380622,0.31192517220382,"Tcea1","1","transcription elongation factor A (SII) 1","red"
"ENSMUSG00000037152",0.905711690969933,0.220597890618151,"Ndufc1","3","NADH:ubiquinone oxidoreductase subunit C1","red"
"ENSMUSG00000044894",0.877088406839731,0.230752992591179,"Uqcrq","11","ubiquinol-cytochrome c reductase, complex III subunit VII","red"
"ENSMUSG00000059534",0.855342160088724,0.24465238063851,"Uqcr10","11","ubiquinol-cytochrome c reductase, complex III subunit X","red"
"ENSMUSG00000073616",0.828293699095515,0.213758511851658,"Cops9","1","COP9 signalosome subunit 9","red"
