"mean_con_ng_ul","batch","period","post_idbatch","pre_idbatch","pre_idbatchcage","group","time","Postds","Postrank","Preds","Prerank","condition","wt_d4","wt_d8","wt_12"
72.9403415248427,10,"Pre","1-2Batch10","2Batch10","2Batch10Cage1","reorganized","1 hr",3.70893141945774,1,-5.04333333333333,4,"ascenders",40.3,40.9,41
72.9403415248427,10,"Pre","1-2Batch10","2Batch10","2Batch10Cage1","reorganized","1 hr",3.70893141945774,1,-5.04333333333333,4,"ascenders",40.3,40.9,41
134.725106218733,10,"Post","1-2Batch10","2Batch10","2Batch10Cage1","reorganized","1 hr",3.70893141945774,1,-5.04333333333333,4,"ascenders",40.3,40.9,41
134.725106218733,10,"Post","1-2Batch10","2Batch10","2Batch10Cage1","reorganized","1 hr",3.70893141945774,1,-5.04333333333333,4,"ascenders",40.3,40.9,41
55.6349295959924,11,"Pre","5-2Batch11","2Batch11","2Batch11Cage5","control","1 hr",3.79166666666667,1,5.66195131301514,1,"control",32.8,31.8,31.8
55.6349295959924,11,"Pre","5-2Batch11","2Batch11","2Batch11Cage5","control","1 hr",3.79166666666667,1,5.66195131301514,1,"control",32.8,31.8,31.8
112.56600060094,11,"Post","5-2Batch11","2Batch11","2Batch11Cage5","control","1 hr",3.79166666666667,1,5.66195131301514,1,"control",32.8,31.8,31.8
112.56600060094,11,"Post","5-2Batch11","2Batch11","2Batch11Cage5","control","1 hr",3.79166666666667,1,5.66195131301514,1,"control",32.8,31.8,31.8
35.1740845192004,11,"Pre","5-3Batch11","3Batch11","3Batch11Cage5","control","1 hr",-1.80555555555556,4,-4.66666666666667,4,"control",33.2,33.5,34.8
35.1740845192004,11,"Pre","5-3Batch11","3Batch11","3Batch11Cage5","control","1 hr",-1.80555555555556,4,-4.66666666666667,4,"control",33.2,33.5,34.8
81.7995678274298,11,"Post","5-3Batch11","3Batch11","3Batch11Cage5","control","1 hr",-1.80555555555556,4,-4.66666666666667,4,"control",33.2,33.5,34.8
81.7995678274298,11,"Post","5-3Batch11","3Batch11","3Batch11Cage5","control","1 hr",-1.80555555555556,4,-4.66666666666667,4,"control",33.2,33.5,34.8
92.2201569392967,12,"Pre","1-3Batch12","3Batch12","3Batch12Cage1","reorganized","1 hr",3.04807692307692,1,4.86666666666667,1,"same",38.8,39.4,39.8
92.2201569392967,12,"Pre","1-3Batch12","3Batch12","3Batch12Cage1","reorganized","1 hr",3.04807692307692,1,4.86666666666667,1,"same",38.8,39.4,39.8
168.196115507627,12,"Post","1-3Batch12","3Batch12","3Batch12Cage1","reorganized","1 hr",3.04807692307692,1,4.86666666666667,1,"same",38.8,39.4,39.8
168.196115507627,12,"Post","1-3Batch12","3Batch12","3Batch12Cage1","reorganized","1 hr",3.04807692307692,1,4.86666666666667,1,"same",38.8,39.4,39.8
112.121577922023,12,"Pre","4-3Batch12","3Batch12","3Batch12Cage4","reorganized","1 hr",-2.29166666666667,4,4.61190476190476,1,"descenders",42.9,42.6,41.8
112.121577922023,12,"Pre","4-3Batch12","3Batch12","3Batch12Cage4","reorganized","1 hr",-2.29166666666667,4,4.61190476190476,1,"descenders",42.9,42.6,41.8
243.139250328742,12,"Post","4-3Batch12","3Batch12","3Batch12Cage4","reorganized","1 hr",-2.29166666666667,4,4.61190476190476,1,"descenders",42.9,42.6,41.8
243.139250328742,12,"Post","4-3Batch12","3Batch12","3Batch12Cage4","reorganized","1 hr",-2.29166666666667,4,4.61190476190476,1,"descenders",42.9,42.6,41.8
231.129842787998,13,"Pre","2-2Batch13","2Batch13","2Batch13Cage2","reorganized","1 hr",-2.08333333333333,4,-4.01666666666667,4,"same",36,37.7,34.8
231.129842787998,13,"Pre","2-2Batch13","2Batch13","2Batch13Cage2","reorganized","1 hr",-2.08333333333333,4,-4.01666666666667,4,"same",36,37.7,34.8
167.118260548578,13,"Post","2-2Batch13","2Batch13","2Batch13Cage2","reorganized","1 hr",-2.08333333333333,4,-4.01666666666667,4,"same",36,37.7,34.8
167.118260548578,13,"Post","2-2Batch13","2Batch13","2Batch13Cage2","reorganized","1 hr",-2.08333333333333,4,-4.01666666666667,4,"same",36,37.7,34.8
50.3542278335573,13,"Pre","1-2Batch13","2Batch13","2Batch13Cage1","reorganized","1 hr",2.75,1,-2.94444444444444,4,"ascenders",35.5,38.5,36.7
50.3542278335573,13,"Pre","1-2Batch13","2Batch13","2Batch13Cage1","reorganized","1 hr",2.75,1,-2.94444444444444,4,"ascenders",35.5,38.5,36.7
82.5545162711961,13,"Post","1-2Batch13","2Batch13","2Batch13Cage1","reorganized","1 hr",2.75,1,-2.94444444444444,4,"ascenders",35.5,38.5,36.7
82.5545162711961,13,"Post","1-2Batch13","2Batch13","2Batch13Cage1","reorganized","1 hr",2.75,1,-2.94444444444444,4,"ascenders",35.5,38.5,36.7
81.0317772631485,14,"Pre","5-4Batch14","4Batch14","4Batch14Cage5","control","1 hr",3,1,5.21818181818182,1,"control",41.7,40.6,40.8
81.0317772631485,14,"Pre","5-4Batch14","4Batch14","4Batch14Cage5","control","1 hr",3,1,5.21818181818182,1,"control",41.7,40.6,40.8
88.080514003309,14,"Post","5-4Batch14","4Batch14","4Batch14Cage5","control","1 hr",3,1,5.21818181818182,1,"control",41.7,40.6,40.8
88.080514003309,14,"Post","5-4Batch14","4Batch14","4Batch14Cage5","control","1 hr",3,1,5.21818181818182,1,"control",41.7,40.6,40.8
72.9079296177076,14,"Pre","5-1Batch14","1Batch14","1Batch14Cage5","control","1 hr",-3.375,4,-4.91818181818182,4,"control",39.4,39.3,39.8
72.9079296177076,14,"Pre","5-1Batch14","1Batch14","1Batch14Cage5","control","1 hr",-3.375,4,-4.91818181818182,4,"control",39.4,39.3,39.8
141.575163273998,14,"Post","5-1Batch14","1Batch14","1Batch14Cage5","control","1 hr",-3.375,4,-4.91818181818182,4,"control",39.4,39.3,39.8
141.575163273998,14,"Post","5-1Batch14","1Batch14","1Batch14Cage5","control","1 hr",-3.375,4,-4.91818181818182,4,"control",39.4,39.3,39.8
75.1428843572082,2,"Pre","2-2Batch2","2Batch2","2Batch2Cage2","reorganized","25hr",4.43722943722944,1,4.77380952380952,1,"same",33.4,36.3,36.2
75.1428843572082,2,"Pre","2-2Batch2","2Batch2","2Batch2Cage2","reorganized","25hr",4.43722943722944,1,4.77380952380952,1,"same",33.4,36.3,36.2
63.7797764664114,2,"Post","2-2Batch2","2Batch2","2Batch2Cage2","reorganized","25hr",4.43722943722944,1,4.77380952380952,1,"same",33.4,36.3,36.2
63.7797764664114,2,"Post","2-2Batch2","2Batch2","2Batch2Cage2","reorganized","25hr",4.43722943722944,1,4.77380952380952,1,"same",33.4,36.3,36.2
50.7233860510606,2,"Pre","3-4Batch2","4Batch2","4Batch2Cage3","reorganized","25hr",-3.53246753246753,4,4.14957983193277,1,"descenders",35.6,36.6,37.8
50.7233860510606,2,"Pre","3-4Batch2","4Batch2","4Batch2Cage3","reorganized","25hr",-3.53246753246753,4,4.14957983193277,1,"descenders",35.6,36.6,37.8
56.3740843036573,2,"Post","3-4Batch2","4Batch2","4Batch2Cage3","reorganized","25hr",-3.53246753246753,4,4.14957983193277,1,"descenders",35.6,36.6,37.8
56.3740843036573,2,"Post","3-4Batch2","4Batch2","4Batch2Cage3","reorganized","25hr",-3.53246753246753,4,4.14957983193277,1,"descenders",35.6,36.6,37.8
115.193578839749,3,"Pre","1-3Batch3","3Batch3","3Batch3Cage1","control","25hr",3.73461538461539,1,5.83433886375063,1,"control",43.2,41.7,44.3
115.193578839749,3,"Pre","1-3Batch3","3Batch3","3Batch3Cage1","control","25hr",3.73461538461539,1,5.83433886375063,1,"control",43.2,41.7,44.3
50.6182137153102,3,"Post","1-3Batch3","3Batch3","3Batch3Cage1","control","25hr",3.73461538461539,1,5.83433886375063,1,"control",43.2,41.7,44.3
50.6182137153102,3,"Post","1-3Batch3","3Batch3","3Batch3Cage1","control","25hr",3.73461538461539,1,5.83433886375063,1,"control",43.2,41.7,44.3
33.2545342406921,3,"Pre","1-2Batch3","2Batch3","2Batch3Cage1","control","25hr",-0.72948717948718,4,-4.94444444444444,4,"control",44.7,43.9,46.4
33.2545342406921,3,"Pre","1-2Batch3","2Batch3","2Batch3Cage1","control","25hr",-0.72948717948718,4,-4.94444444444444,4,"control",44.7,43.9,46.4
55.7115397470245,3,"Post","1-2Batch3","2Batch3","2Batch3Cage1","control","25hr",-0.72948717948718,4,-4.94444444444444,4,"control",44.7,43.9,46.4
55.7115397470245,3,"Post","1-2Batch3","2Batch3","2Batch3Cage1","control","25hr",-0.72948717948718,4,-4.94444444444444,4,"control",44.7,43.9,46.4
103.466279864663,4,"Pre","2-4Batch4","4Batch4","4Batch4Cage2","reorganized","25hr",-2.38846153846154,4,-4.73939393939394,4,"same",33.9,39.1,34.4
103.466279864663,4,"Pre","2-4Batch4","4Batch4","4Batch4Cage2","reorganized","25hr",-2.38846153846154,4,-4.73939393939394,4,"same",33.9,39.1,34.4
169.888391965096,4,"Post","2-4Batch4","4Batch4","4Batch4Cage2","reorganized","25hr",-2.38846153846154,4,-4.73939393939394,4,"same",33.9,39.1,34.4
169.888391965096,4,"Post","2-4Batch4","4Batch4","4Batch4Cage2","reorganized","25hr",-2.38846153846154,4,-4.73939393939394,4,"same",33.9,39.1,34.4
202.630628419493,4,"Pre","5-2Batch4","2Batch4","2Batch4Cage5","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders",32.7,32.2,34.7
202.630628419493,4,"Pre","5-2Batch4","2Batch4","2Batch4Cage5","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders",32.7,32.2,34.7
238.179680818244,4,"Post","5-2Batch4","2Batch4","2Batch4Cage5","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders",32.7,32.2,34.7
238.179680818244,4,"Post","5-2Batch4","2Batch4","2Batch4Cage5","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders",32.7,32.2,34.7
238.179680818244,4,"Post","5-2Batch4","2Batch4","2Batch4Cage5","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders",32.7,32.2,34.7
238.179680818244,4,"Post","5-2Batch4","2Batch4","2Batch4Cage5","reorganized","25hr",4.2989010989011,1,-5.37777777777778,4,"ascenders",32.7,32.2,34.7
111.769936089707,9,"Pre","3-1Batch9","1Batch9","1Batch9Cage3","reorganized","1 hr",4.44615384615385,1,-3.95833333333333,4,"ascenders",42.5,40.4,40.3
111.769936089707,9,"Pre","3-1Batch9","1Batch9","1Batch9Cage3","reorganized","1 hr",4.44615384615385,1,-3.95833333333333,4,"ascenders",42.5,40.4,40.3
311.198653061814,9,"Post","3-1Batch9","1Batch9","1Batch9Cage3","reorganized","1 hr",4.44615384615385,1,-3.95833333333333,4,"ascenders",42.5,40.4,40.3
311.198653061814,9,"Post","3-1Batch9","1Batch9","1Batch9Cage3","reorganized","1 hr",4.44615384615385,1,-3.95833333333333,4,"ascenders",42.5,40.4,40.3
41.1896015383956,9,"Pre","4-1Batch9","1Batch9","1Batch9Cage4","reorganized","1 hr",-4.56043956043956,4,-3.26190476190476,4,"same",41.3,40.6,40.4
41.1896015383956,9,"Pre","4-1Batch9","1Batch9","1Batch9Cage4","reorganized","1 hr",-4.56043956043956,4,-3.26190476190476,4,"same",41.3,40.6,40.4
211.12109488497,9,"Post","4-1Batch9","1Batch9","1Batch9Cage4","reorganized","1 hr",-4.56043956043956,4,-3.26190476190476,4,"same",41.3,40.6,40.4
211.12109488497,9,"Post","4-1Batch9","1Batch9","1Batch9Cage4","reorganized","1 hr",-4.56043956043956,4,-3.26190476190476,4,"same",41.3,40.6,40.4
91.3103794344965,8,"Pre","2-4Batch8","4Batch8","4Batch8Cage2","reorganized","1 hr",-3.83333333333333,4,5.6606884057971,1,"descenders",38.8,39,39.7
91.3103794344965,8,"Pre","2-4Batch8","4Batch8","4Batch8Cage2","reorganized","1 hr",-3.83333333333333,4,5.6606884057971,1,"descenders",38.8,39,39.7
154.21837931401,8,"Post","2-4Batch8","4Batch8","4Batch8Cage2","reorganized","1 hr",-3.83333333333333,4,5.6606884057971,1,"descenders",38.8,39,39.7
154.21837931401,8,"Post","2-4Batch8","4Batch8","4Batch8Cage2","reorganized","1 hr",-3.83333333333333,4,5.6606884057971,1,"descenders",38.8,39,39.7
133.913414431336,8,"Pre","3-4Batch8","4Batch8","4Batch8Cage3","reorganized","1 hr",5.54625199362042,1,5.86919191919192,1,"same",38.4,39,37.6
133.913414431336,8,"Pre","3-4Batch8","4Batch8","4Batch8Cage3","reorganized","1 hr",5.54625199362042,1,5.86919191919192,1,"same",38.4,39,37.6
194.110094710067,8,"Post","3-4Batch8","4Batch8","4Batch8Cage3","reorganized","1 hr",5.54625199362042,1,5.86919191919192,1,"same",38.4,39,37.6
194.110094710067,8,"Post","3-4Batch8","4Batch8","4Batch8Cage3","reorganized","1 hr",5.54625199362042,1,5.86919191919192,1,"same",38.4,39,37.6
122.888093440752,7,"Pre","5-2Batch7","2Batch7","2Batch7Cage5","reorganized","25hr",5.80986887508627,1,-4.91601731601732,4,"ascenders",38.2,39.1,40.8
122.888093440752,7,"Pre","5-2Batch7","2Batch7","2Batch7Cage5","reorganized","25hr",5.80986887508627,1,-4.91601731601732,4,"ascenders",38.2,39.1,40.8
172.984731820729,7,"Post","5-2Batch7","2Batch7","2Batch7Cage5","reorganized","25hr",5.80986887508627,1,-4.91601731601732,4,"ascenders",38.2,39.1,40.8
172.984731820729,7,"Post","5-2Batch7","2Batch7","2Batch7Cage5","reorganized","25hr",5.80986887508627,1,-4.91601731601732,4,"ascenders",38.2,39.1,40.8
31.528034244625,7,"Pre","4-2Batch7","2Batch7","2Batch7Cage4","reorganized","25hr",-4.41304347826087,4,-4.5,4,"same",31.3,32.6,28.8
31.528034244625,7,"Pre","4-2Batch7","2Batch7","2Batch7Cage4","reorganized","25hr",-4.41304347826087,4,-4.5,4,"same",31.3,32.6,28.8
269.557178397448,7,"Post","4-2Batch7","2Batch7","2Batch7Cage4","reorganized","25hr",-4.41304347826087,4,-4.5,4,"same",31.3,32.6,28.8
269.557178397448,7,"Post","4-2Batch7","2Batch7","2Batch7Cage4","reorganized","25hr",-4.41304347826087,4,-4.5,4,"same",31.3,32.6,28.8
47.9891481607292,6,"Pre","2-1Batch6","1Batch6","1Batch6Cage2","reorganized","25hr",5.16982323232323,1,5.46953046953047,1,"same",38.2,39.8,40.2
47.9891481607292,6,"Pre","2-1Batch6","1Batch6","1Batch6Cage2","reorganized","25hr",5.16982323232323,1,5.46953046953047,1,"same",38.2,39.8,40.2
87.2825689543017,6,"Post","2-1Batch6","1Batch6","1Batch6Cage2","reorganized","25hr",5.16982323232323,1,5.46953046953047,1,"same",38.2,39.8,40.2
87.2825689543017,6,"Post","2-1Batch6","1Batch6","1Batch6Cage2","reorganized","25hr",5.16982323232323,1,5.46953046953047,1,"same",38.2,39.8,40.2
125.505753644147,6,"Pre","1-4Batch6","4Batch6","4Batch6Cage1","reorganized","25hr",-4.98611111111111,4,2.50641025641026,1,"descenders",38.9,38.9,39.8
125.505753644147,6,"Pre","1-4Batch6","4Batch6","4Batch6Cage1","reorganized","25hr",-4.98611111111111,4,2.50641025641026,1,"descenders",38.9,38.9,39.8
24.2273088025016,6,"Post","1-4Batch6","4Batch6","4Batch6Cage1","reorganized","25hr",-4.98611111111111,4,2.50641025641026,1,"descenders",38.9,38.9,39.8
24.2273088025016,6,"Post","1-4Batch6","4Batch6","4Batch6Cage1","reorganized","25hr",-4.98611111111111,4,2.50641025641026,1,"descenders",38.9,38.9,39.8
37.2204812598304,5,"Pre","1-3Batch5","3Batch5","3Batch5Cage1","control","25hr",-4.26666666666667,4,-4.90151515151515,4,"control",32.8,36.3,35.8
37.2204812598304,5,"Pre","1-3Batch5","3Batch5","3Batch5Cage1","control","25hr",-4.26666666666667,4,-4.90151515151515,4,"control",32.8,36.3,35.8
296.634025910676,5,"Post","1-3Batch5","3Batch5","3Batch5Cage1","control","25hr",-4.26666666666667,4,-4.90151515151515,4,"control",32.8,36.3,35.8
296.634025910676,5,"Post","1-3Batch5","3Batch5","3Batch5Cage1","control","25hr",-4.26666666666667,4,-4.90151515151515,4,"control",32.8,36.3,35.8
99.35709572001,5,"Pre","1-4Batch5","4Batch5","4Batch5Cage1","control","25hr",5.30707070707071,1,5.69410774410774,1,"control",38.8,37.8,36.8
99.35709572001,5,"Pre","1-4Batch5","4Batch5","4Batch5Cage1","control","25hr",5.30707070707071,1,5.69410774410774,1,"control",38.8,37.8,36.8
99.626057724584,5,"Post","1-4Batch5","4Batch5","4Batch5Cage1","control","25hr",5.30707070707071,1,5.69410774410774,1,"control",38.8,37.8,36.8
99.626057724584,5,"Post","1-4Batch5","4Batch5","4Batch5Cage1","control","25hr",5.30707070707071,1,5.69410774410774,1,"control",38.8,37.8,36.8
163.52207932221,4,"Pre","3-2Batch4","2Batch4","2Batch4Cage3","reorganized","25hr",-3.23939393939394,4,5.45697577276525,1,"descenders",38.2,36.5,38.6
163.52207932221,4,"Pre","3-2Batch4","2Batch4","2Batch4Cage3","reorganized","25hr",-3.23939393939394,4,5.45697577276525,1,"descenders",38.2,36.5,38.6
111.014492252825,4,"Post","3-2Batch4","2Batch4","2Batch4Cage3","reorganized","25hr",-3.23939393939394,4,5.45697577276525,1,"descenders",38.2,36.5,38.6
111.014492252825,4,"Post","3-2Batch4","2Batch4","2Batch4Cage3","reorganized","25hr",-3.23939393939394,4,5.45697577276525,1,"descenders",38.2,36.5,38.6
75.858266660179,4,"Pre","4-1Batch4","1Batch4","1Batch4Cage4","reorganized","25hr",5.82017825311943,1,5.60805860805861,1,"same",41.8,40,39.1
75.858266660179,4,"Pre","4-1Batch4","1Batch4","1Batch4Cage4","reorganized","25hr",5.82017825311943,1,5.60805860805861,1,"same",41.8,40,39.1
71.9378705562293,4,"Post","4-1Batch4","1Batch4","1Batch4Cage4","reorganized","25hr",5.82017825311943,1,5.60805860805861,1,"same",41.8,40,39.1
71.9378705562293,4,"Post","4-1Batch4","1Batch4","1Batch4Cage4","reorganized","25hr",5.82017825311943,1,5.60805860805861,1,"same",41.8,40,39.1
86.3051793093466,3,"Pre","2-3Batch3","3Batch3","3Batch3Cage2","control","25hr",4.54825174825175,1,4.85391941391941,1,"control",45.3,42.8,44.8
86.3051793093466,3,"Pre","2-3Batch3","3Batch3","3Batch3Cage2","control","25hr",4.54825174825175,1,4.85391941391941,1,"control",45.3,42.8,44.8
52.2153536898377,3,"Post","2-3Batch3","3Batch3","3Batch3Cage2","control","25hr",4.54825174825175,1,4.85391941391941,1,"control",45.3,42.8,44.8
52.2153536898377,3,"Post","2-3Batch3","3Batch3","3Batch3Cage2","control","25hr",4.54825174825175,1,4.85391941391941,1,"control",45.3,42.8,44.8
145.483408661953,3,"Pre","2-1Batch3","1Batch3","1Batch3Cage2","control","25hr",-2.85827505827506,4,-3.08538461538462,4,"control",39,35.8,38.7
145.483408661953,3,"Pre","2-1Batch3","1Batch3","1Batch3Cage2","control","25hr",-2.85827505827506,4,-3.08538461538462,4,"control",39,35.8,38.7
62.4975665383507,3,"Post","2-1Batch3","1Batch3","1Batch3Cage2","control","25hr",-2.85827505827506,4,-3.08538461538462,4,"control",39,35.8,38.7
62.4975665383507,3,"Post","2-1Batch3","1Batch3","1Batch3Cage2","control","25hr",-2.85827505827506,4,-3.08538461538462,4,"control",39,35.8,38.7
63.8152349852881,14,"Pre","1-1Batch14","1Batch14","1Batch14Cage1","reorganized","1 hr",4.71428571428572,1,-4.79761904761905,4,"ascenders",37.6,36.4,34
63.8152349852881,14,"Pre","1-1Batch14","1Batch14","1Batch14Cage1","reorganized","1 hr",4.71428571428572,1,-4.79761904761905,4,"ascenders",37.6,36.4,34
65.4780896941236,14,"Post","1-1Batch14","1Batch14","1Batch14Cage1","reorganized","1 hr",4.71428571428572,1,-4.79761904761905,4,"ascenders",37.6,36.4,34
65.4780896941236,14,"Post","1-1Batch14","1Batch14","1Batch14Cage1","reorganized","1 hr",4.71428571428572,1,-4.79761904761905,4,"ascenders",37.6,36.4,34
60.2458297504098,14,"Pre","2-2Batch14","2Batch14","2Batch14Cage2","reorganized","1 hr",-4.04761904761905,4,-5.35164835164835,4,"same",35.5,35.2,40.8
60.2458297504098,14,"Pre","2-2Batch14","2Batch14","2Batch14Cage2","reorganized","1 hr",-4.04761904761905,4,-5.35164835164835,4,"same",35.5,35.2,40.8
142.865668118802,14,"Post","2-2Batch14","2Batch14","2Batch14Cage2","reorganized","1 hr",-4.04761904761905,4,-5.35164835164835,4,"same",35.5,35.2,40.8
142.865668118802,14,"Post","2-2Batch14","2Batch14","2Batch14Cage2","reorganized","1 hr",-4.04761904761905,4,-5.35164835164835,4,"same",35.5,35.2,40.8
28.211246703271,13,"Pre","3-4Batch13","4Batch13","4Batch13Cage3","reorganized","1 hr",2.1,1,4.08333333333333,1,"same",34.8,35.1,35
28.211246703271,13,"Pre","3-4Batch13","4Batch13","4Batch13Cage3","reorganized","1 hr",2.1,1,4.08333333333333,1,"same",34.8,35.1,35
359.454229288908,13,"Post","3-4Batch13","4Batch13","4Batch13Cage3","reorganized","1 hr",2.1,1,4.08333333333333,1,"same",34.8,35.1,35
359.454229288908,13,"Post","3-4Batch13","4Batch13","4Batch13Cage3","reorganized","1 hr",2.1,1,4.08333333333333,1,"same",34.8,35.1,35
47.0689040649763,13,"Pre","1-4Batch13","4Batch13","4Batch13Cage1","reorganized","1 hr",-1.55,4,3.9375,1,"descenders",38.7,36.6,37.9
47.0689040649763,13,"Pre","1-4Batch13","4Batch13","4Batch13Cage1","reorganized","1 hr",-1.55,4,3.9375,1,"descenders",38.7,36.6,37.9
149.443645142217,13,"Post","1-4Batch13","4Batch13","4Batch13Cage1","reorganized","1 hr",-1.55,4,3.9375,1,"descenders",38.7,36.6,37.9
149.443645142217,13,"Post","1-4Batch13","4Batch13","4Batch13Cage1","reorganized","1 hr",-1.55,4,3.9375,1,"descenders",38.7,36.6,37.9
28.0422230870598,12,"Pre","3-4Batch12","4Batch12","4Batch12Cage3","control","1 hr",3.83928571428571,1,4.74142857142857,1,"control",38.2,38.1,36.7
28.0422230870598,12,"Pre","3-4Batch12","4Batch12","4Batch12Cage3","control","1 hr",3.83928571428571,1,4.74142857142857,1,"control",38.2,38.1,36.7
89.6988503150503,12,"Post","3-4Batch12","4Batch12","4Batch12Cage3","control","1 hr",3.83928571428571,1,4.74142857142857,1,"control",38.2,38.1,36.7
89.6988503150503,12,"Post","3-4Batch12","4Batch12","4Batch12Cage3","control","1 hr",3.83928571428571,1,4.74142857142857,1,"control",38.2,38.1,36.7
82.4418384737858,12,"Pre","3-1Batch12","1Batch12","1Batch12Cage3","control","1 hr",-1.91666666666667,4,-2.82142857142857,4,"control",38.3,35.8,38.8
82.4418384737858,12,"Pre","3-1Batch12","1Batch12","1Batch12Cage3","control","1 hr",-1.91666666666667,4,-2.82142857142857,4,"control",38.3,35.8,38.8
76.7234682503427,12,"Post","3-1Batch12","1Batch12","1Batch12Cage3","control","1 hr",-1.91666666666667,4,-2.82142857142857,4,"control",38.3,35.8,38.8
76.7234682503427,12,"Post","3-1Batch12","1Batch12","1Batch12Cage3","control","1 hr",-1.91666666666667,4,-2.82142857142857,4,"control",38.3,35.8,38.8
94.8937996494673,11,"Pre","1-4Batch11","4Batch11","4Batch11Cage1","reorganized","1 hr",4.19172932330827,1,-3.95348837209302,4,"ascenders",38.9,38.3,37.5
94.8937996494673,11,"Pre","1-4Batch11","4Batch11","4Batch11Cage1","reorganized","1 hr",4.19172932330827,1,-3.95348837209302,4,"ascenders",38.9,38.3,37.5
171.821962349397,11,"Post","1-4Batch11","4Batch11","4Batch11Cage1","reorganized","1 hr",4.19172932330827,1,-3.95348837209302,4,"ascenders",38.9,38.3,37.5
171.821962349397,11,"Post","1-4Batch11","4Batch11","4Batch11Cage1","reorganized","1 hr",4.19172932330827,1,-3.95348837209302,4,"ascenders",38.9,38.3,37.5
53.404706136239,11,"Pre","2-3Batch11","3Batch11","3Batch11Cage2","reorganized","1 hr",-3.01704260651629,4,-3.61666666666667,4,"same",38.1,36.9,36.8
53.404706136239,11,"Pre","2-3Batch11","3Batch11","3Batch11Cage2","reorganized","1 hr",-3.01704260651629,4,-3.61666666666667,4,"same",38.1,36.9,36.8
245.214919056076,11,"Post","2-3Batch11","3Batch11","3Batch11Cage2","reorganized","1 hr",-3.01704260651629,4,-3.61666666666667,4,"same",38.1,36.9,36.8
245.214919056076,11,"Post","2-3Batch11","3Batch11","3Batch11Cage2","reorganized","1 hr",-3.01704260651629,4,-3.61666666666667,4,"same",38.1,36.9,36.8
48.4679201932956,10,"Pre","5-3Batch10","3Batch10","3Batch10Cage5","reorganized","1 hr",-2.96296296296296,4,5.76342592592593,1,"descenders",42.9,43.3,42.3
48.4679201932956,10,"Pre","5-3Batch10","3Batch10","3Batch10Cage5","reorganized","1 hr",-2.96296296296296,4,5.76342592592593,1,"descenders",42.9,43.3,42.3
413.059060773447,10,"Post","5-3Batch10","3Batch10","3Batch10Cage5","reorganized","1 hr",-2.96296296296296,4,5.76342592592593,1,"descenders",42.9,43.3,42.3
413.059060773447,10,"Post","5-3Batch10","3Batch10","3Batch10Cage5","reorganized","1 hr",-2.96296296296296,4,5.76342592592593,1,"descenders",42.9,43.3,42.3
83.9925713773192,10,"Pre","3-3Batch10","3Batch10","3Batch10Cage3","reorganized","1 hr",5.34245014245014,1,4.9508547008547,1,"same",39.7,39.8,38.8
